subject,trial,Phone_NOTENG,Phone_ENG,Econ,Loc,Glob,acoustic_distance,response_var
subject_19,trial_54,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,1
subject_20,trial_54,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,0
subject_21,trial_54,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_22,trial_54,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,1
subject_23,trial_54,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,1
subject_24,trial_54,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,0
subject_25,trial_54,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_26,trial_54,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_27,trial_54,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_28,trial_54,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,1
subject_29,trial_54,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_30,trial_54,ɡʲ,b,0.2609970674,0.1099706745,0.1180351906,-1.8272175938734194,0
subject_1,trial_55,ɡʲ,d,0.2609970674,0.1099706745,0.1180351906,-0.8135347457939601,1
subject_2,trial_55,ɡʲ,g,0.2609970674,0.1099706745,0.1180351906,0.4835145704501702,1
subject_3,trial_55,ɡʲ,p,0.2609970674,0.1099706745,0.1180351906,-0.7386356545315902,1
subject_4,trial_55,ɡʲ,t,0.2609970674,0.1099706745,0.1180351906,-0.9538836622668794,1
subject_5,trial_55,ɡʲ,k,0.2609970674,0.1099706745,0.1180351906,-0.4758532002211098,1
subject_6,trial_55,ɡʲ,d͡ʒ,0.2609970674,0.1099706745,0.1180351906,-0.2766760438139597,1
subject_7,trial_55,ɬ,ʃ,0.08333333333,0.1138519924,0.2352941176,0.059418003467490266,0
subject_8,trial_55,ɬ,l,0.08333333333,0.1138519924,0.2352941176,-0.3666217010535697,1
subject_9,trial_55,ɬ,ʒ,0.08333333333,0.1138519924,0.2352941176,-0.12738592633236046,1
subject_10,trial_55,pʼ,p,0,0.1524453694,0.07795698925,0.3218985143356603,1
subject_11,trial_55,pʼ,t,0,0.1524453694,0.07795698925,-0.57713105678878,0
subject_12,trial_55,pʼ,k,0,0.1524453694,0.07795698925,-0.46323480071326006,1
subject_13,trial_55,pʼ,b,0,0.1524453694,0.07795698925,-0.16460921213582003,0
subject_14,trial_55,pʼ,d,0,0.1524453694,0.07795698925,-0.7215577015061498,1
subject_15,trial_55,pʼ,g,0,0.1524453694,0.07795698925,-0.7233715363913,0
subject_16,trial_55,q,p,0.2609970674,-0.05131964809,-0.04765395894,-0.72666523095823,1
subject_17,trial_55,q,t,0.2609970674,-0.05131964809,-0.04765395894,-0.57713105678878,1
subject_18,trial_55,q,k,0.2609970674,-0.05131964809,-0.04765395894,0.17303232959971027,1
subject_19,trial_55,q,b,0.2609970674,-0.05131964809,-0.04765395894,-0.7694983839104101,1
subject_20,trial_55,q,d,0.2609970674,-0.05131964809,-0.04765395894,-0.91295934236769,0
subject_21,trial_55,q,g,0.2609970674,-0.05131964809,-0.04765395894,-0.5835817702507602,1
subject_22,trial_55,qʷ,p,0.1743308167,0.09094028826,0.0394646534,-0.96652040763977,1
subject_23,trial_55,qʷ,t,0.1743308167,0.09094028826,0.0394646534,-0.76136525128921,1
subject_24,trial_55,qʷ,k,0.1743308167,0.09094028826,0.0394646534,-0.0798145332402398,1
subject_25,trial_55,qʷ,b,0.1743308167,0.09094028826,0.0394646534,-1.6813261415731704,1
subject_26,trial_55,qʷ,d,0.1743308167,0.09094028826,0.0394646534,-0.7314690992844297,0
subject_27,trial_55,qʷ,g,0.1743308167,0.09094028826,0.0394646534,-0.4337021906059393,1
subject_28,trial_55,qʷ,w,0.1743308167,0.09094028826,0.0394646534,-0.12366903435087995,0
subject_29,trial_55,ʁʷ,r,0.2840501792,0.09867172676,0.1105313093,-0.30936527771559996,1
subject_30,trial_55,ʁʷ,h,0.2840501792,0.09867172676,0.1105313093,-0.11512523452443002,1
subject_1,trial_56,ʁʷ,w,0.2840501792,0.09867172676,0.1105313093,0.09439794026728965,1
subject_2,trial_56,xʷ,k,0.3342293907,0.1362007168,-0.01290322581,-0.6880819151426705,1
subject_3,trial_56,xʷ,h,0.3342293907,0.1362007168,-0.01290322581,0.059418003467490266,1
subject_4,trial_56,xʷ,s,0.3342293907,0.1362007168,-0.01290322581,-1.80744808419134,1
subject_5,trial_56,xʷ,ʃ,0.3342293907,0.1362007168,-0.01290322581,-1.02241788284819,1
subject_6,trial_56,xʷ,w,0.3342293907,0.1362007168,-0.01290322581,-0.08592702329318014,1
subject_7,trial_56,ç,k,0.2925021796,0.1967741935,-0.04887585533,-0.7252250855250701,1
subject_8,trial_56,ç,h,0.2925021796,0.1967741935,-0.04887585533,-0.4559721201072495,1
subject_9,trial_56,ç,s,0.2925021796,0.1967741935,-0.04887585533,-0.2835523690300099,1
subject_10,trial_56,ç,ʃ,0.2925021796,0.1967741935,-0.04887585533,0.06612513049005031,1
subject_11,trial_56,ʃ ',k,0,0.1524453694,0.0188172043,-1.6813261415731704,0
subject_12,trial_56,ʃ ',h,0,0.1524453694,0.0188172043,-1.0409341345476593,1
subject_13,trial_56,ʃ ',s,0,0.1524453694,0.0188172043,-0.6205589829248996,1
subject_14,trial_56,ʃ ',ʃ,0,0.1524453694,0.0188172043,0.20167511999016963,1
subject_15,trial_56,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,0
subject_16,trial_56,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,1
subject_17,trial_56,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_18,trial_56,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,1
subject_19,trial_56,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_20,trial_56,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_21,trial_56,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,0
subject_22,trial_56,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,1
subject_23,trial_56,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,1
subject_24,trial_56,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,1
subject_25,trial_56,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
subject_26,trial_56,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_27,trial_56,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
subject_28,trial_56,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,1
subject_29,trial_56,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_30,trial_56,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,1
subject_1,trial_57,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,1
subject_2,trial_57,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_3,trial_57,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_4,trial_57,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_5,trial_57,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,1
subject_6,trial_57,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,0
subject_7,trial_57,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,1
subject_8,trial_57,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,0
subject_9,trial_57,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,0
subject_10,trial_57,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_11,trial_57,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_12,trial_57,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_13,trial_57,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,1
subject_14,trial_57,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_15,trial_57,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,0
subject_16,trial_57,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_17,trial_57,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_18,trial_57,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_19,trial_57,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_20,trial_57,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,0
subject_21,trial_57,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,0
subject_22,trial_57,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,0
subject_23,trial_57,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,0
subject_24,trial_57,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_25,trial_57,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_26,trial_57,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,1
subject_27,trial_57,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,1
subject_28,trial_57,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_29,trial_57,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_30,trial_57,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_1,trial_58,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,1
subject_2,trial_58,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_3,trial_58,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,1
subject_4,trial_58,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,1
subject_5,trial_58,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,0
subject_6,trial_58,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,1
subject_7,trial_58,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,1
subject_8,trial_58,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,0
subject_9,trial_58,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_10,trial_58,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_11,trial_58,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_12,trial_58,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,1
subject_13,trial_58,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_14,trial_58,ɡʲ,b,0.2609970674,0.1099706745,0.1180351906,-1.8272175938734194,0
subject_15,trial_58,ɡʲ,d,0.2609970674,0.1099706745,0.1180351906,-0.8135347457939601,1
subject_16,trial_58,ɡʲ,g,0.2609970674,0.1099706745,0.1180351906,0.4835145704501702,1
subject_17,trial_58,ɡʲ,p,0.2609970674,0.1099706745,0.1180351906,-0.7386356545315902,1
subject_18,trial_58,ɡʲ,t,0.2609970674,0.1099706745,0.1180351906,-0.9538836622668794,1
subject_19,trial_58,ɡʲ,k,0.2609970674,0.1099706745,0.1180351906,-0.4758532002211098,1
subject_20,trial_58,ɡʲ,d͡ʒ,0.2609970674,0.1099706745,0.1180351906,-0.2766760438139597,1
subject_21,trial_58,ɬ,ʃ,0.08333333333,0.1138519924,0.2352941176,0.059418003467490266,0
subject_22,trial_58,ɬ,l,0.08333333333,0.1138519924,0.2352941176,-0.3666217010535697,1
subject_23,trial_58,ɬ,ʒ,0.08333333333,0.1138519924,0.2352941176,-0.12738592633236046,0
subject_24,trial_58,pʼ,p,0,0.1524453694,0.07795698925,0.3218985143356603,1
subject_25,trial_58,pʼ,t,0,0.1524453694,0.07795698925,-0.57713105678878,0
subject_26,trial_58,pʼ,k,0,0.1524453694,0.07795698925,-0.46323480071326006,1
subject_27,trial_58,pʼ,b,0,0.1524453694,0.07795698925,-0.16460921213582003,0
subject_28,trial_58,pʼ,d,0,0.1524453694,0.07795698925,-0.7215577015061498,1
subject_29,trial_58,pʼ,g,0,0.1524453694,0.07795698925,-0.7233715363913,1
subject_30,trial_58,q,p,0.2609970674,-0.05131964809,-0.04765395894,-0.72666523095823,1
subject_1,trial_59,q,t,0.2609970674,-0.05131964809,-0.04765395894,-0.57713105678878,1
subject_2,trial_59,q,k,0.2609970674,-0.05131964809,-0.04765395894,0.17303232959971027,1
subject_3,trial_59,q,b,0.2609970674,-0.05131964809,-0.04765395894,-0.7694983839104101,1
subject_4,trial_59,q,d,0.2609970674,-0.05131964809,-0.04765395894,-0.91295934236769,1
subject_5,trial_59,q,g,0.2609970674,-0.05131964809,-0.04765395894,-0.5835817702507602,1
subject_6,trial_59,qʷ,p,0.1743308167,0.09094028826,0.0394646534,-0.96652040763977,1
subject_7,trial_59,qʷ,t,0.1743308167,0.09094028826,0.0394646534,-0.76136525128921,1
subject_8,trial_59,qʷ,k,0.1743308167,0.09094028826,0.0394646534,-0.0798145332402398,1
subject_9,trial_59,qʷ,b,0.1743308167,0.09094028826,0.0394646534,-1.6813261415731704,1
subject_10,trial_59,qʷ,d,0.1743308167,0.09094028826,0.0394646534,-0.7314690992844297,1
subject_11,trial_59,qʷ,g,0.1743308167,0.09094028826,0.0394646534,-0.4337021906059393,0
subject_12,trial_59,qʷ,w,0.1743308167,0.09094028826,0.0394646534,-0.12366903435087995,1
subject_13,trial_59,ʁʷ,r,0.2840501792,0.09867172676,0.1105313093,-0.30936527771559996,1
subject_14,trial_59,ʁʷ,h,0.2840501792,0.09867172676,0.1105313093,-0.11512523452443002,1
subject_15,trial_59,ʁʷ,w,0.2840501792,0.09867172676,0.1105313093,0.09439794026728965,1
subject_16,trial_59,xʷ,k,0.3342293907,0.1362007168,-0.01290322581,-0.6880819151426705,1
subject_17,trial_59,xʷ,h,0.3342293907,0.1362007168,-0.01290322581,0.059418003467490266,1
subject_18,trial_59,xʷ,s,0.3342293907,0.1362007168,-0.01290322581,-1.80744808419134,0
subject_19,trial_59,xʷ,ʃ,0.3342293907,0.1362007168,-0.01290322581,-1.02241788284819,1
subject_20,trial_59,xʷ,w,0.3342293907,0.1362007168,-0.01290322581,-0.08592702329318014,1
subject_21,trial_59,ç,k,0.2925021796,0.1967741935,-0.04887585533,-0.7252250855250701,1
subject_22,trial_59,ç,h,0.2925021796,0.1967741935,-0.04887585533,-0.4559721201072495,1
subject_23,trial_59,ç,s,0.2925021796,0.1967741935,-0.04887585533,-0.2835523690300099,1
subject_24,trial_59,ç,ʃ,0.2925021796,0.1967741935,-0.04887585533,0.06612513049005031,0
subject_25,trial_59,ʃ ',k,0,0.1524453694,0.0188172043,-1.6813261415731704,1
subject_26,trial_59,ʃ ',h,0,0.1524453694,0.0188172043,-1.0409341345476593,1
subject_27,trial_59,ʃ ',s,0,0.1524453694,0.0188172043,-0.6205589829248996,1
subject_28,trial_59,ʃ ',ʃ,0,0.1524453694,0.0188172043,0.20167511999016963,1
subject_29,trial_59,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_30,trial_59,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,1
subject_1,trial_60,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_2,trial_60,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,1
subject_3,trial_60,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_4,trial_60,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_5,trial_60,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,1
subject_6,trial_60,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,0
subject_7,trial_60,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,0
subject_8,trial_60,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,1
subject_9,trial_60,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
subject_10,trial_60,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_11,trial_60,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,0
subject_12,trial_60,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,1
subject_13,trial_60,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_14,trial_60,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,1
subject_15,trial_60,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,1
subject_16,trial_60,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_17,trial_60,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_18,trial_60,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_19,trial_60,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,0
subject_20,trial_60,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,0
subject_21,trial_60,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,1
subject_22,trial_60,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,1
subject_23,trial_60,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,1
subject_24,trial_60,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,0
subject_25,trial_60,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_26,trial_60,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,0
subject_27,trial_60,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,0
subject_28,trial_60,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_29,trial_60,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
subject_30,trial_60,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_1,trial_61,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_2,trial_61,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_3,trial_61,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,0
subject_4,trial_61,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,1
subject_5,trial_61,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_6,trial_61,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,1
subject_7,trial_61,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_8,trial_61,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_9,trial_61,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_10,trial_61,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,1
subject_11,trial_61,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,0
subject_12,trial_61,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_13,trial_61,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_14,trial_61,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_15,trial_61,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,1
subject_16,trial_61,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_17,trial_61,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,1
subject_18,trial_61,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,0
subject_19,trial_61,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_20,trial_61,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,1
subject_21,trial_61,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,1
subject_22,trial_61,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_23,trial_61,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,0
subject_24,trial_61,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,0
subject_25,trial_61,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_26,trial_61,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,1
subject_27,trial_61,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_28,trial_61,ɡʲ,b,0.2609970674,0.1099706745,0.1180351906,-1.8272175938734194,1
subject_29,trial_61,ɡʲ,d,0.2609970674,0.1099706745,0.1180351906,-0.8135347457939601,1
subject_30,trial_61,ɡʲ,g,0.2609970674,0.1099706745,0.1180351906,0.4835145704501702,0
subject_1,trial_62,ɡʲ,p,0.2609970674,0.1099706745,0.1180351906,-0.7386356545315902,1
subject_2,trial_62,ɡʲ,t,0.2609970674,0.1099706745,0.1180351906,-0.9538836622668794,1
subject_3,trial_62,ɡʲ,k,0.2609970674,0.1099706745,0.1180351906,-0.4758532002211098,1
subject_4,trial_62,ɡʲ,d͡ʒ,0.2609970674,0.1099706745,0.1180351906,-0.2766760438139597,1
subject_5,trial_62,ɬ,ʃ,0.08333333333,0.1138519924,0.2352941176,0.059418003467490266,1
subject_6,trial_62,ɬ,l,0.08333333333,0.1138519924,0.2352941176,-0.3666217010535697,1
subject_7,trial_62,ɬ,ʒ,0.08333333333,0.1138519924,0.2352941176,-0.12738592633236046,1
subject_8,trial_62,pʼ,p,0,0.1524453694,0.07795698925,0.3218985143356603,1
subject_9,trial_62,pʼ,t,0,0.1524453694,0.07795698925,-0.57713105678878,1
subject_10,trial_62,pʼ,k,0,0.1524453694,0.07795698925,-0.46323480071326006,0
subject_11,trial_62,pʼ,b,0,0.1524453694,0.07795698925,-0.16460921213582003,1
subject_12,trial_62,pʼ,d,0,0.1524453694,0.07795698925,-0.7215577015061498,1
subject_13,trial_62,pʼ,g,0,0.1524453694,0.07795698925,-0.7233715363913,1
subject_14,trial_62,q,p,0.2609970674,-0.05131964809,-0.04765395894,-0.72666523095823,1
subject_15,trial_62,q,t,0.2609970674,-0.05131964809,-0.04765395894,-0.57713105678878,0
subject_16,trial_62,q,k,0.2609970674,-0.05131964809,-0.04765395894,0.17303232959971027,1
subject_17,trial_62,q,b,0.2609970674,-0.05131964809,-0.04765395894,-0.7694983839104101,1
subject_18,trial_62,q,d,0.2609970674,-0.05131964809,-0.04765395894,-0.91295934236769,0
subject_19,trial_62,q,g,0.2609970674,-0.05131964809,-0.04765395894,-0.5835817702507602,1
subject_20,trial_62,qʷ,p,0.1743308167,0.09094028826,0.0394646534,-0.96652040763977,1
subject_21,trial_62,qʷ,t,0.1743308167,0.09094028826,0.0394646534,-0.76136525128921,1
subject_22,trial_62,qʷ,k,0.1743308167,0.09094028826,0.0394646534,-0.0798145332402398,1
subject_23,trial_62,qʷ,b,0.1743308167,0.09094028826,0.0394646534,-1.6813261415731704,1
subject_24,trial_62,qʷ,d,0.1743308167,0.09094028826,0.0394646534,-0.7314690992844297,1
subject_25,trial_62,qʷ,g,0.1743308167,0.09094028826,0.0394646534,-0.4337021906059393,1
subject_26,trial_62,qʷ,w,0.1743308167,0.09094028826,0.0394646534,-0.12366903435087995,1
subject_27,trial_62,ʁʷ,r,0.2840501792,0.09867172676,0.1105313093,-0.30936527771559996,1
subject_28,trial_62,ʁʷ,h,0.2840501792,0.09867172676,0.1105313093,-0.11512523452443002,1
subject_29,trial_62,ʁʷ,w,0.2840501792,0.09867172676,0.1105313093,0.09439794026728965,1
subject_30,trial_62,xʷ,k,0.3342293907,0.1362007168,-0.01290322581,-0.6880819151426705,1
subject_1,trial_63,xʷ,h,0.3342293907,0.1362007168,-0.01290322581,0.059418003467490266,1
subject_2,trial_63,xʷ,s,0.3342293907,0.1362007168,-0.01290322581,-1.80744808419134,1
subject_3,trial_63,xʷ,ʃ,0.3342293907,0.1362007168,-0.01290322581,-1.02241788284819,1
subject_4,trial_63,xʷ,w,0.3342293907,0.1362007168,-0.01290322581,-0.08592702329318014,1
subject_5,trial_63,ç,k,0.2925021796,0.1967741935,-0.04887585533,-0.7252250855250701,1
subject_6,trial_63,ç,h,0.2925021796,0.1967741935,-0.04887585533,-0.4559721201072495,1
subject_7,trial_63,ç,s,0.2925021796,0.1967741935,-0.04887585533,-0.2835523690300099,1
subject_8,trial_63,ç,ʃ,0.2925021796,0.1967741935,-0.04887585533,0.06612513049005031,1
subject_9,trial_63,ʃ ',k,0,0.1524453694,0.0188172043,-1.6813261415731704,1
subject_10,trial_63,ʃ ',h,0,0.1524453694,0.0188172043,-1.0409341345476593,1
subject_11,trial_63,ʃ ',s,0,0.1524453694,0.0188172043,-0.6205589829248996,1
subject_12,trial_63,ʃ ',ʃ,0,0.1524453694,0.0188172043,0.20167511999016963,1
subject_13,trial_63,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_14,trial_63,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,1
subject_15,trial_63,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_16,trial_63,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,1
subject_17,trial_63,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_18,trial_63,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_19,trial_63,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,0
subject_20,trial_63,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,1
subject_21,trial_63,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,1
subject_22,trial_63,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,0
subject_23,trial_63,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,0
subject_24,trial_63,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_25,trial_63,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
subject_26,trial_63,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,1
