tripletid,file_X,onset_X,offset_X,presentation_order,Practice,Target phone,Other phone,phoneitem_id_X,phone1_X,phone2_X,phone3_X,talker_X,sex_X,dialect_X,Block,dialect_OTH,dialect_TGT,distance_OTH_both_norm,distance_TGT_both_norm,file_OTH,file_TGT,offset_OTH,offset_TGT,onset_OTH,onset_TGT,phone1_OTH,phone1_TGT,phone3_OTH,phone3_TGT,phoneitem_id_OTH,phoneitem_id_TGT,sex_OTH,sex_TGT,talker_OTH,talker_TGT
t00000050383,TEST/DR3/MJMP0/SI1791,2.1827,2.44,AB,FALSE,ah,iy,i9706,w,ah,n,MJMP0,M,DR3,B1,DR5,DR5,10.55528527,12.45876141,TRAIN/DR5/MEWM0/SX178,TRAIN/DR5/MEWM0/SX88,2.4623,2.4554,2.2454,2.3479,w,w,n,n,i124179,i124294,M,M,MEWM0,MEWM0
t00000022515,TRAIN/DR3/MMJB1/SX58,1.6494,1.8302,AB,FALSE,ah,iy,i81342,r,ah,s,MMJB1,M,DR3,B2,DR2,DR2,10.42795955,16.89564299,TRAIN/DR2/MRJT0/SI868,TRAIN/DR2/MRJT0/SX58,3.48,1.9921,3.2585,1.8016,r,r,s,s,i94741,i94835,M,M,MRJT0,MRJT0
t00000015274,TRAIN/DR6/MBMA1/SI2214,1.6473,1.8144,AB,FALSE,ah,iy,i163871,r,ah,k,MBMA1,M,DR6,B3,DR1,DR1,13.94152361,12.81225168,TRAIN/DR1/MRSO0/SX219,TRAIN/DR1/MRSO0/SX129,2.7268,0.8056,2.5381,0.483,r,r,k,k,i176567,i176764,M,M,MRSO0,MRSO0
t00000096470,TEST/DR3/MTAA0/SX295,0.5275,0.7681,BA,FALSE,ah,iy,i12713,k,ah,m,MTAA0,M,DR3,B1,DR7,DR7,10.8966777,8.544951454,TRAIN/DR7/MPAR0/SI2206,TRAIN/DR7/MPAR0/SX136,0.8024,1.3776,0.5992,1.1914,k,k,m,m,i148935,i148695,M,M,MPAR0,MPAR0
t00000074468,TEST/DR5/FHEW0/SI763,2.3222,2.5778,BA,FALSE,ah,iy,i31577,b,ah,dx,FHEW0,F,DR5,B2,DR8,DR8,10.38768362,14.71567796,TRAIN/DR8/MKRG0/SX31,TRAIN/DR8/MKRG0/SX411,1.4222,0.2361,1.2306,0.1331,b,b,dx,dx,i182822,i182966,M,M,MKRG0,MKRG0
t00000050535,TRAIN/DR4/MRAB1/SX398,2.4471,2.6381,BA,FALSE,ah,iy,i62392,w,ah,n,MRAB1,M,DR4,B3,DR2,DR2,13.1110846,9.343619933,TRAIN/DR2/MRJM1/SI1298,TRAIN/DR2/MRJM1/SX398,0.4595,2.9925,0.2976,2.7911,w,w,n,n,i111894,i112025,M,M,MRJM1,MRJM1
t00000074711,TRAIN/DR7/MTWH1/SX252,0.5706,0.7675,AB,FALSE,ah,uh,i139020,b,ah,dx,MTWH1,M,DR7,B1,DR7,DR7,14.49222769,17.28096875,TRAIN/DR7/MJFR0/SI1605,TRAIN/DR7/MJFR0/SI975,0.484,0.2518,0.3,0.1475,b,b,dx,dx,i137042,i137100,M,M,MJFR0,MJFR0
t00000103066,TEST/DR5/MDWA0/SI1146,0.7154,0.9994,AB,FALSE,ah,uh,i30154,w,ah,z,MDWA0,M,DR5,B2,DR3,DR3,13.00641918,15.26599828,TRAIN/DR3/MPRD0/SX171,TRAIN/DR3/MPRD0/SX171,3.3544,1.2369,3.1758,1.06,w,w,z,z,i69428,i69412,M,M,MPRD0,MPRD0
t00000101207,TRAIN/DR7/MTKD0/SI630,0.222,0.3678,AB,FALSE,ah,uh,i155770,w,ah,dx,MTKD0,M,DR7,B3,DR4,DR4,15.49180457,11.27847685,TRAIN/DR4/FKLC0/SX265,TRAIN/DR4/FKLC0/SX445,2.42,0.2425,2.1514,0.135,w,w,dx,dx,i67789,i67504,F,F,FKLC0,FKLC0
t00000103083,TRAIN/DR7/MRMH0/SI1021,2.6951,2.8912,BA,FALSE,ah,uh,i138311,w,ah,z,MRMH0,M,DR7,B1,DR3,DR3,13.8767541,14.69582777,TRAIN/DR3/MPRD0/SX171,TRAIN/DR3/MPRD0/SX171,3.3544,1.2369,3.1758,1.06,w,w,z,z,i69428,i69412,M,M,MPRD0,MPRD0
t00000074700,TRAIN/DR7/MNTW0/SI1698,0.992,1.1381,BA,FALSE,ah,uh,i146676,b,ah,dx,MNTW0,M,DR7,B2,DR7,DR7,10.94102519,9.898441775,TRAIN/DR7/MJFR0/SI1605,TRAIN/DR7/MJFR0/SI975,0.484,0.2518,0.3,0.1475,b,b,dx,dx,i137042,i137100,M,M,MJFR0,MJFR0
t00000100597,TRAIN/DR3/FDFB0/SI1318,0.2089,0.3238,BA,FALSE,ah,uh,i80598,w,ah,dx,FDFB0,F,DR3,B3,DR4,DR4,9.274656292,9.211585908,TRAIN/DR4/MJMM0/SX265,TRAIN/DR4/MJMM0/SX445,1.8875,0.2428,1.715,0.1358,w,w,dx,dx,i63145,i62921,M,M,MJMM0,MJMM0
t00000014662,TRAIN/DR3/MMJB1/SI1408,1.6269,1.8919,AB,FALSE,ah,uw,i81409,s,ah,m,MMJB1,M,DR3,B1,DR1,DR1,14.67474483,13.11089198,TRAIN/DR1/MRSO0/SX399,TRAIN/DR1/MRSO0/SI1659,0.76,0.4621,0.3498,0.1356,s,s,m,m,i176649,i176519,M,M,MRSO0,MRSO0
t00000014280,TEST/DR5/MDRB0/SI2109,1.9375,2.1575,AB,FALSE,ah,uw,i24596,s,ah,m,MDRB0,M,DR5,B2,DR4,DR4,9.006672731,7.683933874,TEST/DR4/MKCL0/SI1091,TEST/DR4/MKCL0/SI461,2.0313,1.2297,1.81,0.9762,s,s,m,m,i3396,i3252,M,M,MKCL0,MKCL0
t00000008436,TRAIN/DR2/MDLB0/SX136,1.9765,2.1774,AB,FALSE,ah,uw,i106184,r,ah,m,MDLB0,M,DR2,B3,DR5,DR5,11.07114058,9.66760811,TEST/DR5/MRPP0/SI554,TEST/DR5/MRPP0/SX104,4.1025,1.3825,3.7222,1.2402,r,r,m,m,i31939,i32054,M,M,MRPP0,MRPP0
t00000094079,TRAIN/DR8/MMWS0/SX78,1.0856,1.3054,BA,FALSE,ah,uw,i179357,r,ah,g,MMWS0,M,DR8,B1,DR1,DR1,16.72560686,9.767804296,TRAIN/DR1/MRCG0/SX438,TRAIN/DR1/MRCG0/SX78,3.5421,1.5613,3.3456,1.3181,r,r,g,g,i173560,i173398,M,M,MRCG0,MRCG0
t00000014306,TEST/DR2/MMDB1/SI2255,2.156,2.3912,BA,FALSE,ah,uw,i21431,s,ah,m,MMDB1,M,DR2,B2,DR4,DR4,11.06024208,10.91870351,TEST/DR4/MKCL0/SI1091,TEST/DR4/MKCL0/SI461,2.0313,1.2297,1.81,0.9762,s,s,m,m,i3396,i3252,M,M,MKCL0,MKCL0
t00000008447,TRAIN/DR6/MSJK0/SX66,0.9229,1.1294,BA,FALSE,ah,uw,i158595,r,ah,m,MSJK0,M,DR6,B3,DR5,DR5,10.88015612,9.196459854,TEST/DR5/MRPP0/SI554,TEST/DR5/MRPP0/SX104,4.1025,1.3825,3.7222,1.2402,r,r,m,m,i31939,i32054,M,M,MRPP0,MRPP0
t00000061434,TRAIN/DR8/MMEA0/SA2,1.2089,1.3942,AB,FALSE,iy,aa,i179820,l,iy,r,MMEA0,M,DR8,B1,DR2,DR2,12.02206774,11.51893102,TEST/DR2/FCMR0/SX205,TEST/DR2/FCMR0/SA2,2.0966,2.2898,1.8198,2.0183,l,l,r,r,i20646,i20691,F,F,FCMR0,FCMR0
t00000028598,TEST/DR7/MPAB0/SA1,2.2846,2.5404,AB,FALSE,iy,aa,i35919,r,iy,s,MPAB0,M,DR7,B2,DR4,DR4,12.41158385,8.677064791,TRAIN/DR4/FEEH0/SX302,TRAIN/DR4/FEEH0/SA1,1.6225,1.9225,1.3875,1.6975,r,r,s,s,i50225,i50195,F,F,FEEH0,FEEH0
t00000028948,TRAIN/DR3/FLJD0/SA1,1.4025,1.6256,AB,FALSE,iy,aa,i89662,r,iy,s,FLJD0,F,DR3,B3,DR6,DR6,13.54600028,10.96704404,TRAIN/DR6/MSVS0/SX308,TRAIN/DR6/MSVS0/SI938,2.8583,4.2974,2.5531,4.0475,r,r,s,s,i158720,i159016,M,M,MSVS0,MSVS0
t00000041801,TRAIN/DR3/MJRH1/SA1,1.7076,1.9725,BA,FALSE,iy,aa,i76563,r,iy,s,MJRH1,M,DR3,B1,DR2,DR2,16.11540439,15.13915762,TRAIN/DR2/FJKL0/SX392,TRAIN/DR2/FJKL0/SI932,1.6846,3.6681,1.4619,3.4244,r,r,s,s,i90980,i90932,F,F,FJKL0,FJKL0
t00000057265,TEST/DR4/MLLL0/SA2,1.9425,2.2075,BA,FALSE,iy,aa,i2789,l,iy,r,MLLL0,M,DR4,B2,DR7,DR7,10.09017057,8.481876231,TEST/DR7/FSXA0/SX118,TEST/DR7/FSXA0/SA2,2.2075,1.8275,1.9216,1.6175,l,l,r,r,i37456,i37528,F,F,FSXA0,FSXA0
t00000054226,TRAIN/DR2/MTDB0/SA2,1.3551,1.5874,BA,FALSE,iy,aa,i107539,l,iy,r,MTDB0,M,DR2,B3,DR2,DR2,10.22218184,6.456364701,TEST/DR2/MTAS1/SX118,TEST/DR2/MTAS1/SA2,2.2825,2.1932,2.0444,1.9451,l,l,r,r,i18798,i18861,M,M,MTAS1,MTAS1
t00000048033,TRAIN/DR2/MRJT0/SX148,0.5381,0.7262,AB,FALSE,iy,ae,i94923,r,iy,s,MRJT0,M,DR2,B1,DR2,DR2,10.45333783,7.927974765,TRAIN/DR2/MPPC0/SI1412,TRAIN/DR2/MPPC0/SX422,4.525,1.1181,4.2287,0.895,r,r,s,s,i111772,i111704,M,M,MPPC0,MPPC0
t00000006333,TEST/DR3/MJBR0/SA2,0.5577,0.7465,AB,FALSE,iy,ae,i10815,m,iy,dx,MJBR0,M,DR3,B2,DR2,DR2,10.57138376,7.795228435,TRAIN/DR2/MRJM1/SI1298,TRAIN/DR2/MRJM1/SI1928,3.3775,0.812,3.1703,0.624,m,m,dx,dx,i111936,i112160,M,M,MRJM1,MRJM1
t00000005507,TRAIN/DR6/MJRK0/SA2,0.725,0.8425,AB,FALSE,iy,ae,i159517,m,iy,dx,MJRK0,M,DR6,B3,DR7,DR7,8.457876176,8.017346479,TRAIN/DR7/MKAG0/SI979,TRAIN/DR7/MKAG0/SA2,4.2294,0.6472,4.0179,0.5375,m,m,dx,dx,i136216,i136268,M,M,MKAG0,MKAG0
t00000006108,TEST/DR4/FMCM0/SA2,0.5075,0.6025,BA,FALSE,iy,ae,i4227,m,iy,dx,FMCM0,F,DR4,B1,DR2,DR2,15.92413039,10.62106897,TRAIN/DR2/MRJM1/SI1298,TRAIN/DR2/MRJM1/SI1928,3.3775,0.812,3.1703,0.624,m,m,dx,dx,i111936,i112160,M,M,MRJM1,MRJM1
t00000021644,TRAIN/DR5/MJDM0/SA1,1.6902,1.9806,BA,FALSE,iy,ae,i132522,r,iy,s,MJDM0,M,DR5,B2,DR2,DR2,9.314659081,8.685852921,TRAIN/DR2/MRLR0/SI566,TRAIN/DR2/MRLR0/SA1,0.7541,1.7493,0.5125,1.5222,r,r,s,s,i95405,i95560,M,M,MRLR0,MRLR0
t00000049742,TRAIN/DR1/MMRP0/SA1,2.0117,2.2523,BA,FALSE,iy,ae,i172534,r,iy,s,MMRP0,M,DR1,B3,DR7,DR7,8.238221171,6.177152034,TRAIN/DR7/MRPC1/SI2112,TRAIN/DR7/MRPC1/SA1,1.49,1.5362,1.2624,1.3233,r,r,s,s,i136847,i136819,M,M,MRPC1,MRPC1
t00000035729,TRAIN/DR2/FCYL0/SA1,1.5138,1.7473,AB,FALSE,iy,ah,i102785,r,iy,s,FCYL0,F,DR2,B1,DR7,DR7,9.783992766,8.312379324,TRAIN/DR7/MKDB0/SI872,TRAIN/DR7/MKDB0/SA1,2.1975,1.8762,1.8981,1.6375,r,r,s,s,i141065,i141032,M,M,MKDB0,MKDB0
t00000048324,TRAIN/DR2/FLMA0/SA1,1.3002,1.5366,AB,FALSE,iy,ah,i96937,r,iy,s,FLMA0,F,DR2,B2,DR7,DR7,8.594399038,6.650583879,TRAIN/DR7/FMAH1/SX249,TRAIN/DR7/FMAH1/SA1,1.9325,1.8975,1.6945,1.6862,r,r,s,s,i147230,i147153,F,F,FMAH1,FMAH1
t00000039293,TRAIN/DR7/MTML0/SA1,1.4632,1.7112,AB,FALSE,iy,ah,i146073,r,iy,s,MTML0,M,DR7,B3,DR2,DR2,15.08566507,15.79201533,TRAIN/DR2/MRJT0/SX58,TRAIN/DR2/MRJT0/SX58,1.9921,3.9294,1.8016,3.4047,r,r,s,s,i94835,i94856,M,M,MRJT0,MRJT0
t00000044330,TRAIN/DR7/FBLV0/SA1,1.5817,1.8106,BA,FALSE,iy,ah,i136029,r,iy,s,FBLV0,F,DR7,B1,DR4,DR4,11.60184349,12.88626951,TRAIN/DR4/FSSB0/SI1082,TRAIN/DR4/FSSB0/SA1,1.7125,1.9765,1.4356,1.6831,r,r,s,s,i57799,i57753,F,F,FSSB0,FSSB0
t00000104574,TEST/DR6/MCMJ0/SA1,1.8875,2.154,BA,FALSE,iy,ah,i41094,s,iy,w,MCMJ0,M,DR6,B2,DR7,DR7,8.487666242,7.429742331,TRAIN/DR7/MAEO0/SX246,TRAIN/DR7/MAEO0/SA1,1.2584,1.8041,0.9373,1.524,s,s,w,w,i148127,i148334,M,M,MAEO0,MAEO0
t00000024724,TRAIN/DR2/MDLC2/SA1,1.3663,1.5587,BA,FALSE,iy,ah,i109264,r,iy,s,MDLC2,M,DR2,B3,DR2,DR2,10.37556375,9.460951478,TRAIN/DR2/MRJM0/SX58,TRAIN/DR2/MRJM0/SX148,2.1525,0.7975,1.9662,0.5675,r,r,s,s,i111064,i111146,M,M,MRJM0,MRJM0
t00000015136,TRAIN/DR5/MWSH0/SX346,0.8511,1.1575,AB,FALSE,iy,uh,i126538,r,iy,k,MWSH0,M,DR5,B1,DR7,DR7,13.99913928,15.10001123,TRAIN/DR7/MDLM0/SX424,TRAIN/DR7/MDLM0/SX244,1.6762,1.3369,1.5613,1.1619,r,r,k,k,i137357,i137229,M,M,MDLM0,MDLM0
t00000025789,TRAIN/DR3/MREE0/SA1,1.6225,1.8475,AB,FALSE,iy,uh,i87601,r,iy,s,MREE0,M,DR3,B2,DR8,DR8,8.17341665,6.48946796,TEST/DR8/MJTC0/SI1460,TEST/DR8/MJTC0/SA1,4.3581,2.0356,4.1381,1.7556,r,r,s,s,i45616,i45790,M,M,MJTC0,MJTC0
t00000104906,TRAIN/DR2/FMMH0/SA1,1.7306,1.9712,AB,FALSE,iy,uh,i93048,s,iy,w,FMMH0,F,DR2,B3,DR2,DR2,11.77896873,11.17780985,TRAIN/DR2/MKAJ0/SI2044,TRAIN/DR2/MKAJ0/SA1,0.7975,1.8377,0.5525,1.5181,s,s,w,w,i101785,i101967,M,M,MKAJ0,MKAJ0
t00000025515,TRAIN/DR7/FVKB0/SA1,1.9242,2.1975,BA,FALSE,iy,uh,i143954,r,iy,s,FVKB0,F,DR7,B1,DR8,DR8,8.837576024,7.302167258,TEST/DR8/MJTC0/SI1460,TEST/DR8/MJTC0/SA1,4.3581,2.0356,4.1381,1.7556,r,r,s,s,i45616,i45790,M,M,MJTC0,MJTC0
t00000104821,TRAIN/DR4/FBAS0/SA1,1.9225,2.1958,BA,FALSE,iy,uh,i63762,s,iy,w,FBAS0,F,DR4,B2,DR2,DR2,9.274098993,8.570872304,TRAIN/DR2/MKAJ0/SI2044,TRAIN/DR2/MKAJ0/SA1,0.7975,1.8377,0.5525,1.5181,s,s,w,w,i101785,i101967,M,M,MKAJ0,MKAJ0
t00000015037,TRAIN/DR3/MJRH1/SX244,1.7125,1.9008,BA,FALSE,iy,uh,i76307,r,iy,k,MJRH1,M,DR3,B3,DR4,DR4,8.312904861,7.438283879,TRAIN/DR4/MLJH0/SX424,TRAIN/DR4/MLJH0/SX244,2.4781,2.4413,2.3003,2.2538,r,r,k,k,i60899,i60817,M,M,MLJH0,MLJH0
t00000020237,TEST/DR4/FLBW0/SX229,0.4325,0.6425,AB,FALSE,uh,aa,i6919,l,uh,k,FLBW0,F,DR4,B1,DR3,DR3,16.93903511,17.34604119,TRAIN/DR3/MPRD0/SI1431,TRAIN/DR3/MPRD0/SX441,3.6255,0.6344,3.2437,0.4525,l,l,k,k,i69515,i69264,M,M,MPRD0,MPRD0
t00000100654,TRAIN/DR7/MGAW0/SX265,1.7825,2.0026,AB,FALSE,uh,aa,i140753,w,uh,dx,MGAW0,M,DR7,B2,DR2,DR2,12.53039729,7.45182187,TRAIN/DR2/MWSB0/SA1,TRAIN/DR2/MWSB0/SX186,2.354,0.2144,2.2,0.1102,w,w,dx,dx,i106652,i106445,M,M,MWSB0,MWSB0
t00000100155,TRAIN/DR6/MCAE0/SA1,2.6746,2.8782,AB,FALSE,uh,aa,i160355,w,uh,dx,MCAE0,M,DR6,B3,DR8,DR8,9.506677005,9.686909012,TRAIN/DR8/MRDM0/SX155,TRAIN/DR8/MRDM0/SI1595,0.3879,1.8811,0.2054,1.7076,w,w,dx,dx,i183190,i183239,M,M,MRDM0,MRDM0
t00000100662,TRAIN/DR5/MRKM0/SA1,2.8728,3.0346,BA,FALSE,uh,aa,i115933,w,uh,dx,MRKM0,M,DR5,B1,DR2,DR2,9.617962895,9.558356969,TRAIN/DR2/MWSB0/SA1,TRAIN/DR2/MWSB0/SX186,2.354,0.2144,2.2,0.1102,w,w,dx,dx,i106652,i106445,M,M,MWSB0,MWSB0
t00000100658,TRAIN/DR4/MNET0/SX186,0.14,0.2725,BA,FALSE,uh,aa,i66928,w,uh,dx,MNET0,M,DR4,B2,DR2,DR2,8.986496384,10.62819552,TRAIN/DR2/MWSB0/SA1,TRAIN/DR2/MWSB0/SX186,2.354,0.2144,2.2,0.1102,w,w,dx,dx,i106652,i106445,M,M,MWSB0,MWSB0
t00000105251,TRAIN/DR5/MDWH0/SI665,1.5222,1.8094,BA,FALSE,uh,aa,i129752,w,uh,l,MDWH0,M,DR5,B3,DR4,DR4,11.7190743,9.766106083,TEST/DR4/MJRF0/SI2081,TEST/DR4/MJRF0/SX11,0.6319,0.5525,0.4557,0.3658,w,w,l,l,i2111,i2313,M,M,MJRF0,MJRF0
t00000103774,TEST/DR4/FJMG0/SI1181,1.6281,1.9556,AB,FALSE,uh,ae,i3715,b,uh,k,FJMG0,F,DR4,B1,DR6,DR6,9.645895512,15.39746226,TRAIN/DR6/MTXS0/SI1690,TRAIN/DR6/MTXS0/SX160,0.973,2.51,0.6725,2.1192,b,b,k,k,i164174,i164125,M,M,MTXS0,MTXS0
t00000103866,TRAIN/DR4/MGAG0/SI645,1.0496,1.275,AB,FALSE,uh,ae,i60455,b,uh,k,MGAG0,M,DR4,B2,DR1,DR1,14.20320655,12.11487475,TEST/DR1/MWBT0/SX113,TEST/DR1/MWBT0/SX293,3.1825,1.8726,2.6025,1.605,b,b,k,k,i43461,i43219,M,M,MWBT0,MWBT0
t00000103860,TRAIN/DR7/MCTH0/SX309,2.5586,2.885,AB,FALSE,uh,ae,i144675,b,uh,k,MCTH0,M,DR7,B3,DR1,DR1,11.63459575,9.292699713,TEST/DR1/MWBT0/SX113,TEST/DR1/MWBT0/SX293,3.1825,1.8726,2.6025,1.605,b,b,k,k,i43461,i43219,M,M,MWBT0,MWBT0
t00000103871,TRAIN/DR6/MTXS0/SX160,2.1192,2.51,BA,FALSE,uh,ae,i164125,b,uh,k,MTXS0,M,DR6,B1,DR1,DR1,16.02053266,16.10795117,TEST/DR1/MWBT0/SX113,TEST/DR1/MWBT0/SI2183,3.1825,0.375,2.6025,0.1342,b,b,k,k,i43461,i43195,M,M,MWBT0,MWBT0
t00000103854,TEST/DR4/FJMG0/SI1181,1.6281,1.9556,BA,FALSE,uh,ae,i3715,b,uh,k,FJMG0,F,DR4,B2,DR1,DR1,13.65654191,12.65314248,TEST/DR1/MWBT0/SX113,TEST/DR1/MWBT0/SI2183,3.1825,0.375,2.6025,0.1342,b,b,k,k,i43461,i43195,M,M,MWBT0,MWBT0
t00000075965,TRAIN/DR5/MTDP0/SI1521,0.2376,0.4919,BA,FALSE,uh,ae,i125529,l,uh,kcl,MTDP0,M,DR5,B3,DR3,DR3,12.03685481,9.921727639,TEST/DR3/FPKT0/SX368,TEST/DR3/FPKT0/SI2168,1.5188,1.5913,1.2369,1.3325,l,l,kcl,kcl,i15721,i15576,F,F,FPKT0,FPKT0
t00000101594,TRAIN/DR4/FKLC0/SX265,2.1514,2.42,AB,FALSE,uh,ah,i67789,w,uh,dx,FKLC0,F,DR4,B1,DR7,DR7,15.46317713,9.516057528,TRAIN/DR7/MGAW0/SX445,TRAIN/DR7/MGAW0/SX265,0.2298,2.0026,0.1305,1.7825,w,w,dx,dx,i140453,i140753,M,M,MGAW0,MGAW0
t00000101603,TEST/DR5/MCTT0/SI1144,0.2558,0.389,AB,FALSE,uh,ah,i25208,w,uh,dx,MCTT0,M,DR5,B2,DR7,DR7,8.236344769,12.08687165,TRAIN/DR7/MGAW0/SX445,TRAIN/DR7/MGAW0/SX265,0.2298,2.0026,0.1305,1.7825,w,w,dx,dx,i140453,i140753,M,M,MGAW0,MGAW0
t00000103030,TRAIN/DR6/MESJ0/SI2039,2.6503,2.83,AB,FALSE,uh,ah,i156276,w,uh,z,MESJ0,M,DR6,B3,DR3,DR3,14.26242848,12.89871071,TRAIN/DR3/MPRD0/SX171,TRAIN/DR3/MPRD0/SX171,1.2369,3.3544,1.06,3.1758,w,w,z,z,i69412,i69428,M,M,MPRD0,MPRD0
t00000101386,TRAIN/DR2/MWSB0/SX186,0.1102,0.2144,BA,FALSE,uh,ah,i106445,w,uh,dx,MWSB0,M,DR2,B1,DR4,DR4,7.120120993,10.7223343,TRAIN/DR4/FKLC0/SX445,TRAIN/DR4/FKLC0/SX265,0.2425,2.42,0.135,2.1514,w,w,dx,dx,i67504,i67789,F,F,FKLC0,FKLC0
t00000103029,TRAIN/DR5/MEGJ0/SX3,0.436,0.6531,BA,FALSE,uh,ah,i128169,w,uh,z,MEGJ0,M,DR5,B2,DR3,DR3,16.44566625,12.12746721,TRAIN/DR3/MPRD0/SX171,TRAIN/DR3/MPRD0/SX171,1.2369,3.3544,1.06,3.1758,w,w,z,z,i69412,i69428,M,M,MPRD0,MPRD0
t00000074514,TRAIN/DR6/MSVS0/SI2198,0.1331,0.2425,BA,FALSE,uh,ah,i158904,b,uh,dx,MSVS0,M,DR6,B3,DR7,DR7,10.56281041,13.65219869,TRAIN/DR7/MJFR0/SI975,TRAIN/DR7/MJFR0/SI1605,0.2518,0.484,0.1475,0.3,b,b,dx,dx,i137100,i137042,M,M,MJFR0,MJFR0
t00000099683,TRAIN/DR3/MTLB0/SI504,0.4325,0.6814,AB,FALSE,uh,iy,i73053,p,uh,tcl,MTLB0,M,DR3,B1,DR2,DR2,13.68118171,11.98891984,TEST/DR2/MTMR0/SX133,TEST/DR2/MTMR0/SX223,0.2558,0.2825,0.1382,0.1425,p,p,tcl,tcl,i17324,i17453,M,M,MTMR0,MTMR0
t00000020164,TEST/DR4/FNMR0/SX229,0.3211,0.5456,AB,FALSE,uh,iy,i816,l,uh,k,FNMR0,F,DR4,B2,DR8,DR8,11.77757933,11.5829297,TRAIN/DR8/MBSB0/SI1353,TRAIN/DR8/MBSB0/SX273,1.4194,1.5248,1.2519,1.3263,l,l,k,k,i177706,i177848,M,M,MBSB0,MBSB0
t00000015229,TRAIN/DR3/FDJH0/SI935,0.2112,0.4094,AB,FALSE,uh,iy,i88825,r,uh,k,FDJH0,F,DR3,B3,DR7,DR7,16.32928983,15.20789354,TRAIN/DR7/MDLM0/SX244,TRAIN/DR7/MDLM0/SX424,1.3369,1.6762,1.1619,1.5613,r,r,k,k,i137229,i137357,M,M,MDLM0,MDLM0
t00000099557,TRAIN/DR3/MVJH0/SI926,0.4025,0.5744,BA,FALSE,uh,iy,i79579,p,uh,tcl,MVJH0,M,DR3,B1,DR7,DR7,13.14289777,19.64952009,TEST/DR7/MRPC0/SX133,TEST/DR7/MRPC0/SX223,0.2765,0.2725,0.1275,0.1305,p,p,tcl,tcl,i33866,i33941,M,M,MRPC0,MRPC0
t00000099548,TEST/DR6/MJFC0/SX223,0.1381,0.2975,BA,FALSE,uh,iy,i39264,p,uh,tcl,MJFC0,M,DR6,B2,DR7,DR7,15.86864392,13.45301253,TEST/DR7/MRPC0/SX133,TEST/DR7/MRPC0/SX223,0.2765,0.2725,0.1275,0.1305,p,p,tcl,tcl,i33866,i33941,M,M,MRPC0,MRPC0
t00000099494,TRAIN/DR3/MTLB0/SI504,0.4325,0.6814,BA,FALSE,uh,iy,i73053,p,uh,tcl,MTLB0,M,DR3,B3,DR6,DR6,13.68365537,9.172933671,TEST/DR6/MJFC0/SX133,TEST/DR6/MJFC0/SX223,0.2756,0.2975,0.1388,0.1381,p,p,tcl,tcl,i39212,i39264,M,M,MJFC0,MJFC0
t00000000009,TRAIN/DR2/MSAT0/SX86,1.5075,1.6825,AB,FALSE,uh,uw,i109407,f,uh,l,MSAT0,M,DR2,B1,DR3,DR3,11.33023178,10.98204657,TEST/DR3/MWJG0/SI1754,TEST/DR3/MWJG0/SI1124,1.8675,1.6292,1.4625,1.3275,f,f,l,l,i14521,i14632,M,M,MWJG0,MWJG0
t00000000005,TRAIN/DR4/MLJC0/SX325,0.2675,0.5878,AB,FALSE,uh,uw,i54357,f,uh,l,MLJC0,M,DR4,B2,DR3,DR3,11.5851982,10.78220146,TEST/DR3/MWJG0/SI1754,TEST/DR3/MWJG0/SI1124,1.8675,1.6292,1.4625,1.3275,f,f,l,l,i14521,i14632,M,M,MWJG0,MWJG0
t00000000002,TEST/DR1/FDAC1/SX124,2.0975,2.3994,AB,FALSE,uh,uw,i44123,f,uh,l,FDAC1,F,DR1,B3,DR3,DR3,10.47288284,10.25086512,TEST/DR3/MWJG0/SI1754,TEST/DR3/MWJG0/SI1124,1.8675,1.6292,1.4625,1.3275,f,f,l,l,i14521,i14632,M,M,MWJG0,MWJG0
t00000000006,TRAIN/DR3/MLNS0/SI777,1.1326,1.3694,BA,FALSE,uh,uw,i83173,f,uh,l,MLNS0,M,DR3,B1,DR3,DR3,10.09344815,9.269009236,TEST/DR3/MWJG0/SI1754,TEST/DR3/MWJG0/SI1124,1.8675,1.6292,1.4625,1.3275,f,f,l,l,i14521,i14632,M,M,MWJG0,MWJG0
t00000000004,TRAIN/DR2/MJMA0/SX325,0.2075,0.4595,BA,FALSE,uh,uw,i95019,f,uh,l,MJMA0,M,DR2,B2,DR3,DR3,9.410581833,8.968045733,TEST/DR3/MWJG0/SI1754,TEST/DR3/MWJG0/SI1124,1.8675,1.6292,1.4625,1.3275,f,f,l,l,i14521,i14632,M,M,MWJG0,MWJG0
t00000000007,TRAIN/DR6/MRMB0/SI2211,0.5248,0.8382,BA,FALSE,uh,uw,i158068,f,uh,l,MRMB0,M,DR6,B3,DR3,DR3,11.66695048,11.83442893,TEST/DR3/MWJG0/SI1754,TEST/DR3/MWJG0/SI1124,1.8675,1.6292,1.4625,1.3275,f,f,l,l,i14521,i14632,M,M,MWJG0,MWJG0
t00000076038,TRAIN/DR7/MAFM0/SX309,0.3025,0.4782,AB,FALSE,uw,aa,i134332,r,uw,f,MAFM0,M,DR7,B1,DR2,DR2,11.77101338,12.51261525,TRAIN/DR2/FCAJ0/SX219,TRAIN/DR2/FCAJ0/SX309,0.7023,0.5326,0.5091,0.3202,r,r,f,f,i96493,i96459,F,F,FCAJ0,FCAJ0
