tripletid,file_X,onset_X,offset_X,phoneitem_id_X,phone1_X,phone3_X,talker_X,sex_X,dialect_X,phone_X,distance_OTH,dialect_OTH,file_OTH,offset_OTH,onset_OTH,phone1_OTH,phone3_OTH,phoneitem_id_OTH,sex_OTH,talker_OTH,phone_OTH,distance_TGT,dialect_TGT,file_TGT,offset_TGT,onset_TGT,phone1_TGT,phone3_TGT,phoneitem_id_TGT,sex_TGT,talker_TGT,phone_TGT
t00000096470,TEST/DR3/MTAA0/SX295,0.5275,0.7681,i12713,k,m,MTAA0,M,DR3,ah,146.398731041311,DR7,TRAIN/DR7/MPAR0/SI2206,0.8024,0.5992,k,m,i148935,M,MPAR0,iy,105.568870528566,DR7,TRAIN/DR7/MPAR0/SX136,1.3776,1.1914,k,m,i148695,M,MPAR0,ah
t00000074468,TEST/DR5/FHEW0/SI763,2.3222,2.5778,i31577,b,dx,FHEW0,F,DR5,ah,125.657209445908,DR8,TRAIN/DR8/MKRG0/SX31,1.4222,1.2306,b,dx,i182822,M,MKRG0,iy,215.038325708254,DR8,TRAIN/DR8/MKRG0/SX411,0.2361,0.1331,b,dx,i182966,M,MKRG0,ah
t00000050535,TRAIN/DR4/MRAB1/SX398,2.4471,2.6381,i62392,w,n,MRAB1,M,DR4,ah,118.274013382941,DR2,TRAIN/DR2/MRJM1/SI1298,0.4595,0.2976,w,n,i111894,M,MRJM1,iy,101.263858204374,DR2,TRAIN/DR2/MRJM1/SX398,2.9925,2.7911,w,n,i112025,M,MRJM1,ah
t00000074711,TRAIN/DR7/MTWH1/SX252,0.5706,0.7675,i139020,b,dx,MTWH1,M,DR7,ah,92.5893663396751,DR7,TRAIN/DR7/MJFR0/SI1605,0.484,0.3,b,dx,i137042,M,MJFR0,uh,148.411830852911,DR7,TRAIN/DR7/MJFR0/SI975,0.2518,0.1475,b,dx,i137100,M,MJFR0,ah
t00000103066,TEST/DR5/MDWA0/SI1146,0.7154,0.9994,i30154,w,z,MDWA0,M,DR5,ah,109.955849281468,DR3,TRAIN/DR3/MPRD0/SX171,3.3544,3.1758,w,z,i69428,M,MPRD0,uh,141.179755635877,DR3,TRAIN/DR3/MPRD0/SX171,1.2369,1.06,w,z,i69412,M,MPRD0,ah
t00000101207,TRAIN/DR7/MTKD0/SI630,0.222,0.3678,i155770,w,dx,MTKD0,M,DR7,ah,101.228286588699,DR4,TRAIN/DR4/FKLC0/SX265,2.42,2.1514,w,dx,i67789,F,FKLC0,uh,65.9456474730055,DR4,TRAIN/DR4/FKLC0/SX445,0.2425,0.135,w,dx,i67504,F,FKLC0,ah
t00000103083,TRAIN/DR7/MRMH0/SI1021,2.6951,2.8912,i138311,w,z,MRMH0,M,DR7,ah,65.4353024639835,DR3,TRAIN/DR3/MPRD0/SX171,3.3544,3.1758,w,z,i69428,M,MPRD0,uh,95.6080476147396,DR3,TRAIN/DR3/MPRD0/SX171,1.2369,1.06,w,z,i69412,M,MPRD0,ah
t00000074700,TRAIN/DR7/MNTW0/SI1698,0.992,1.1381,i146676,b,dx,MNTW0,M,DR7,ah,81.041731049043,DR7,TRAIN/DR7/MJFR0/SI1605,0.484,0.3,b,dx,i137042,M,MJFR0,uh,64.7837821824965,DR7,TRAIN/DR7/MJFR0/SI975,0.2518,0.1475,b,dx,i137100,M,MJFR0,ah
t00000100597,TRAIN/DR3/FDFB0/SI1318,0.2089,0.3238,i80598,w,dx,FDFB0,F,DR3,ah,77.9574901873011,DR4,TRAIN/DR4/MJMM0/SX265,1.8875,1.715,w,dx,i63145,M,MJMM0,uh,52.8479644566496,DR4,TRAIN/DR4/MJMM0/SX445,0.2428,0.1358,w,dx,i62921,M,MJMM0,ah
t00000014662,TRAIN/DR3/MMJB1/SI1408,1.6269,1.8919,i81409,s,m,MMJB1,M,DR3,ah,202.197480964791,DR1,TRAIN/DR1/MRSO0/SX399,0.76,0.3498,s,m,i176649,M,MRSO0,uw,144.340394951202,DR1,TRAIN/DR1/MRSO0/SI1659,0.4621,0.1356,s,m,i176519,M,MRSO0,ah
t00000014280,TEST/DR5/MDRB0/SI2109,1.9375,2.1575,i24596,s,m,MDRB0,M,DR5,ah,102.062277113077,DR4,TEST/DR4/MKCL0/SI1091,2.0313,1.81,s,m,i3396,M,MKCL0,uw,81.6763297327117,DR4,TEST/DR4/MKCL0/SI461,1.2297,0.9762,s,m,i3252,M,MKCL0,ah
t00000008436,TRAIN/DR2/MDLB0/SX136,1.9765,2.1774,i106184,r,m,MDLB0,M,DR2,ah,175.80576027086,DR5,TEST/DR5/MRPP0/SI554,4.1025,3.7222,r,m,i31939,M,MRPP0,uw,86.9001311210208,DR5,TEST/DR5/MRPP0/SX104,1.3825,1.2402,r,m,i32054,M,MRPP0,ah
t00000094079,TRAIN/DR8/MMWS0/SX78,1.0856,1.3054,i179357,r,g,MMWS0,M,DR8,ah,97.0192571352874,DR1,TRAIN/DR1/MRCG0/SX438,3.5421,3.3456,r,g,i173560,M,MRCG0,uw,168.186667937559,DR1,TRAIN/DR1/MRCG0/SX78,1.5613,1.3181,r,g,i173398,M,MRCG0,ah
t00000014306,TEST/DR2/MMDB1/SI2255,2.156,2.3912,i21431,s,m,MMDB1,M,DR2,ah,115.279796005216,DR4,TEST/DR4/MKCL0/SI1091,2.0313,1.81,s,m,i3396,M,MKCL0,uw,92.5655296151191,DR4,TEST/DR4/MKCL0/SI461,1.2297,0.9762,s,m,i3252,M,MKCL0,ah
t00000008447,TRAIN/DR6/MSJK0/SX66,0.9229,1.1294,i158595,r,m,MSJK0,M,DR6,ah,128.079012471599,DR5,TEST/DR5/MRPP0/SI554,4.1025,3.7222,r,m,i31939,M,MRPP0,uw,68.5661538962468,DR5,TEST/DR5/MRPP0/SX104,1.3825,1.2402,r,m,i32054,M,MRPP0,ah
t00000061434,TRAIN/DR8/MMEA0/SA2,1.2089,1.3942,i179820,l,r,MMEA0,M,DR8,iy,187.227673701501,DR2,TEST/DR2/FCMR0/SX205,2.0966,1.8198,l,r,i20646,F,FCMR0,aa,109.42462741698,DR2,TEST/DR2/FCMR0/SA2,2.2898,2.0183,l,r,i20691,F,FCMR0,iy
t00000028598,TEST/DR7/MPAB0/SA1,2.2846,2.5404,i35919,r,s,MPAB0,M,DR7,iy,189.209064311106,DR4,TRAIN/DR4/FEEH0/SX302,1.6225,1.3875,r,s,i50225,F,FEEH0,aa,126.809530006512,DR4,TRAIN/DR4/FEEH0/SA1,1.9225,1.6975,r,s,i50195,F,FEEH0,iy
t00000028948,TRAIN/DR3/FLJD0/SA1,1.4025,1.6256,i89662,r,s,FLJD0,F,DR3,iy,158.193952912234,DR6,TRAIN/DR6/MSVS0/SX308,2.8583,2.5531,r,s,i158720,M,MSVS0,aa,102.198614570286,DR6,TRAIN/DR6/MSVS0/SI938,4.2974,4.0475,r,s,i159016,M,MSVS0,iy
t00000041801,TRAIN/DR3/MJRH1/SA1,1.7076,1.9725,i76563,r,s,MJRH1,M,DR3,iy,123.406191793817,DR2,TRAIN/DR2/FJKL0/SX392,1.6846,1.4619,r,s,i90980,F,FJKL0,aa,120.35010820915,DR2,TRAIN/DR2/FJKL0/SI932,3.6681,3.4244,r,s,i90932,F,FJKL0,iy
t00000057265,TEST/DR4/MLLL0/SA2,1.9425,2.2075,i2789,l,r,MLLL0,M,DR4,iy,181.660204942721,DR7,TEST/DR7/FSXA0/SX118,2.2075,1.9216,l,r,i37456,F,FSXA0,aa,153.284346939431,DR7,TEST/DR7/FSXA0/SA2,1.8275,1.6175,l,r,i37528,F,FSXA0,iy
t00000054226,TRAIN/DR2/MTDB0/SA2,1.3551,1.5874,i107539,l,r,MTDB0,M,DR2,iy,137.418087184601,DR2,TEST/DR2/MTAS1/SX118,2.2825,2.0444,l,r,i18798,M,MTAS1,aa,77.6073123948484,DR2,TEST/DR2/MTAS1/SA2,2.1932,1.9451,l,r,i18861,M,MTAS1,iy
t00000048033,TRAIN/DR2/MRJT0/SX148,0.5381,0.7262,i94923,r,s,MRJT0,M,DR2,iy,135.783065247521,DR2,TRAIN/DR2/MPPC0/SI1412,4.525,4.2287,r,s,i111772,M,MPPC0,ae,79.3266394233338,DR2,TRAIN/DR2/MPPC0/SX422,1.1181,0.895,r,s,i111704,M,MPPC0,iy
t00000006333,TEST/DR3/MJBR0/SA2,0.5577,0.7465,i10815,m,dx,MJBR0,M,DR3,iy,112.523908310024,DR2,TRAIN/DR2/MRJM1/SI1298,3.3775,3.1703,m,dx,i111936,M,MRJM1,ae,79.9735286464234,DR2,TRAIN/DR2/MRJM1/SI1928,0.812,0.624,m,dx,i112160,M,MRJM1,iy
t00000005507,TRAIN/DR6/MJRK0/SA2,0.725,0.8425,i159517,m,dx,MJRK0,M,DR6,iy,96.6457531584849,DR7,TRAIN/DR7/MKAG0/SI979,4.2294,4.0179,m,dx,i136216,M,MKAG0,ae,49.5321351714334,DR7,TRAIN/DR7/MKAG0/SA2,0.6472,0.5375,m,dx,i136268,M,MKAG0,iy
t00000006108,TEST/DR4/FMCM0/SA2,0.5075,0.6025,i4227,m,dx,FMCM0,F,DR4,iy,133.46275512867,DR2,TRAIN/DR2/MRJM1/SI1298,3.3775,3.1703,m,dx,i111936,M,MRJM1,ae,95.9724911494467,DR2,TRAIN/DR2/MRJM1/SI1928,0.812,0.624,m,dx,i112160,M,MRJM1,iy
t00000021644,TRAIN/DR5/MJDM0/SA1,1.6902,1.9806,i132522,r,s,MJDM0,M,DR5,iy,145.274341357605,DR2,TRAIN/DR2/MRLR0/SI566,0.7541,0.5125,r,s,i95405,M,MRLR0,ae,112.249151795329,DR2,TRAIN/DR2/MRLR0/SA1,1.7493,1.5222,r,s,i95560,M,MRLR0,iy
t00000049742,TRAIN/DR1/MMRP0/SA1,2.0117,2.2523,i172534,r,s,MMRP0,M,DR1,iy,103.221221081616,DR7,TRAIN/DR7/MRPC1/SI2112,1.49,1.2624,r,s,i136847,M,MRPC1,ae,76.7072706355839,DR7,TRAIN/DR7/MRPC1/SA1,1.5362,1.3233,r,s,i136819,M,MRPC1,iy
t00000035729,TRAIN/DR2/FCYL0/SA1,1.5138,1.7473,i102785,r,s,FCYL0,F,DR2,iy,166.546247786163,DR7,TRAIN/DR7/MKDB0/SI872,2.1975,1.8981,r,s,i141065,M,MKDB0,ah,104.94651516528,DR7,TRAIN/DR7/MKDB0/SA1,1.8762,1.6375,r,s,i141032,M,MKDB0,iy
t00000048324,TRAIN/DR2/FLMA0/SA1,1.3002,1.5366,i96937,r,s,FLMA0,F,DR2,iy,125.146990158643,DR7,TRAIN/DR7/FMAH1/SX249,1.9325,1.6945,r,s,i147230,F,FMAH1,ah,87.9645756645977,DR7,TRAIN/DR7/FMAH1/SA1,1.8975,1.6862,r,s,i147153,F,FMAH1,iy
t00000039293,TRAIN/DR7/MTML0/SA1,1.4632,1.7112,i146073,r,s,MTML0,M,DR7,iy,123.103870297172,DR2,TRAIN/DR2/MRJT0/SX58,1.9921,1.8016,r,s,i94835,M,MRJT0,ah,209.251677589584,DR2,TRAIN/DR2/MRJT0/SX58,3.9294,3.4047,r,s,i94856,M,MRJT0,iy
t00000044330,TRAIN/DR7/FBLV0/SA1,1.5817,1.8106,i136029,r,s,FBLV0,F,DR7,iy,135.233223606904,DR4,TRAIN/DR4/FSSB0/SI1082,1.7125,1.4356,r,s,i57799,F,FSSB0,ah,90.2546902596601,DR4,TRAIN/DR4/FSSB0/SA1,1.9765,1.6831,r,s,i57753,F,FSSB0,iy
t00000104574,TEST/DR6/MCMJ0/SA1,1.8875,2.154,i41094,s,w,MCMJ0,M,DR6,iy,107.003474586674,DR7,TRAIN/DR7/MAEO0/SX246,1.2584,0.9373,s,w,i148127,M,MAEO0,ah,114.084974799164,DR7,TRAIN/DR7/MAEO0/SA1,1.8041,1.524,s,w,i148334,M,MAEO0,iy
t00000024724,TRAIN/DR2/MDLC2/SA1,1.3663,1.5587,i109264,r,s,MDLC2,M,DR2,iy,93.7473759911577,DR2,TRAIN/DR2/MRJM0/SX58,2.1525,1.9662,r,s,i111064,M,MRJM0,ah,93.2344573504896,DR2,TRAIN/DR2/MRJM0/SX148,0.7975,0.5675,r,s,i111146,M,MRJM0,iy
t00000015136,TRAIN/DR5/MWSH0/SX346,0.8511,1.1575,i126538,r,k,MWSH0,M,DR5,iy,134.046064953178,DR7,TRAIN/DR7/MDLM0/SX424,1.6762,1.5613,r,k,i137357,M,MDLM0,uh,187.067302076854,DR7,TRAIN/DR7/MDLM0/SX244,1.3369,1.1619,r,k,i137229,M,MDLM0,iy
t00000025789,TRAIN/DR3/MREE0/SA1,1.6225,1.8475,i87601,r,s,MREE0,M,DR3,iy,147.918606333819,DR8,TEST/DR8/MJTC0/SI1460,4.3581,4.1381,r,s,i45616,M,MJTC0,uh,90.0720812403566,DR8,TEST/DR8/MJTC0/SA1,2.0356,1.7556,r,s,i45790,M,MJTC0,iy
t00000104906,TRAIN/DR2/FMMH0/SA1,1.7306,1.9712,i93048,s,w,FMMH0,F,DR2,iy,109.87081877732,DR2,TRAIN/DR2/MKAJ0/SI2044,0.7975,0.5525,s,w,i101785,M,MKAJ0,uh,119.855912955429,DR2,TRAIN/DR2/MKAJ0/SA1,1.8377,1.5181,s,w,i101967,M,MKAJ0,iy
t00000025515,TRAIN/DR7/FVKB0/SA1,1.9242,2.1975,i143954,r,s,FVKB0,F,DR7,iy,180.627626491774,DR8,TEST/DR8/MJTC0/SI1460,4.3581,4.1381,r,s,i45616,M,MJTC0,uh,94.8625919840972,DR8,TEST/DR8/MJTC0/SA1,2.0356,1.7556,r,s,i45790,M,MJTC0,iy
t00000104821,TRAIN/DR4/FBAS0/SA1,1.9225,2.1958,i63762,s,w,FBAS0,F,DR4,iy,144.688895791949,DR2,TRAIN/DR2/MKAJ0/SI2044,0.7975,0.5525,s,w,i101785,M,MKAJ0,uh,124.759165037039,DR2,TRAIN/DR2/MKAJ0/SA1,1.8377,1.5181,s,w,i101967,M,MKAJ0,iy
t00000015037,TRAIN/DR3/MJRH1/SX244,1.7125,1.9008,i76307,r,k,MJRH1,M,DR3,iy,86.651725252256,DR4,TRAIN/DR4/MLJH0/SX424,2.4781,2.3003,r,k,i60899,M,MLJH0,uh,73.9846445447359,DR4,TRAIN/DR4/MLJH0/SX244,2.4413,2.2538,r,k,i60817,M,MLJH0,iy
t00000020237,TEST/DR4/FLBW0/SX229,0.4325,0.6425,i6919,l,k,FLBW0,F,DR4,uh,207.190860554148,DR3,TRAIN/DR3/MPRD0/SI1431,3.6255,3.2437,l,k,i69515,M,MPRD0,aa,99.4854322611043,DR3,TRAIN/DR3/MPRD0/SX441,0.6344,0.4525,l,k,i69264,M,MPRD0,uh
t00000100654,TRAIN/DR7/MGAW0/SX265,1.7825,2.0026,i140753,w,dx,MGAW0,M,DR7,uh,108.901891280981,DR2,TRAIN/DR2/MWSB0/SA1,2.354,2.2,w,dx,i106652,M,MWSB0,aa,95.3610590318875,DR2,TRAIN/DR2/MWSB0/SX186,0.2144,0.1102,w,dx,i106445,M,MWSB0,uh
t00000100155,TRAIN/DR6/MCAE0/SA1,2.6746,2.8782,i160355,w,dx,MCAE0,M,DR6,uh,153.579004373668,DR8,TRAIN/DR8/MRDM0/SX155,0.3879,0.2054,w,dx,i183190,M,MRDM0,aa,94.2752979106445,DR8,TRAIN/DR8/MRDM0/SI1595,1.8811,1.7076,w,dx,i183239,M,MRDM0,uh
t00000100662,TRAIN/DR5/MRKM0/SA1,2.8728,3.0346,i115933,w,dx,MRKM0,M,DR5,uh,86.0162853472257,DR2,TRAIN/DR2/MWSB0/SA1,2.354,2.2,w,dx,i106652,M,MWSB0,aa,85.6926303620563,DR2,TRAIN/DR2/MWSB0/SX186,0.2144,0.1102,w,dx,i106445,M,MWSB0,uh
t00000100658,TRAIN/DR4/MNET0/SX186,0.14,0.2725,i66928,w,dx,MNET0,M,DR4,uh,82.8246926587085,DR2,TRAIN/DR2/MWSB0/SA1,2.354,2.2,w,dx,i106652,M,MWSB0,aa,66.6125729341363,DR2,TRAIN/DR2/MWSB0/SX186,0.2144,0.1102,w,dx,i106445,M,MWSB0,uh
t00000105251,TRAIN/DR5/MDWH0/SI665,1.5222,1.8094,i129752,w,l,MDWH0,M,DR5,uh,217.520673097969,DR4,TEST/DR4/MJRF0/SI2081,0.6319,0.4557,w,l,i2111,M,MJRF0,aa,127.066945936053,DR4,TEST/DR4/MJRF0/SX11,0.5525,0.3658,w,l,i2313,M,MJRF0,uh
t00000103774,TEST/DR4/FJMG0/SI1181,1.6281,1.9556,i3715,b,k,FJMG0,F,DR4,uh,160.431983855715,DR6,TRAIN/DR6/MTXS0/SI1690,0.973,0.6725,b,k,i164174,M,MTXS0,ae,271.93900342435,DR6,TRAIN/DR6/MTXS0/SX160,2.51,2.1192,b,k,i164125,M,MTXS0,uh
t00000103866,TRAIN/DR4/MGAG0/SI645,1.0496,1.275,i60455,b,k,MGAG0,M,DR4,uh,246.520307854564,DR1,TEST/DR1/MWBT0/SX113,3.1825,2.6025,b,k,i43461,M,MWBT0,ae,139.183468797356,DR1,TEST/DR1/MWBT0/SX293,1.8726,1.605,b,k,i43219,M,MWBT0,uh
t00000103860,TRAIN/DR7/MCTH0/SX309,2.5586,2.885,i144675,b,k,MCTH0,M,DR7,uh,273.835018542632,DR1,TEST/DR1/MWBT0/SX113,3.1825,2.6025,b,k,i43461,M,MWBT0,ae,142.272670644199,DR1,TEST/DR1/MWBT0/SX293,1.8726,1.605,b,k,i43219,M,MWBT0,uh
t00000103871,TRAIN/DR6/MTXS0/SX160,2.1192,2.51,i164125,b,k,MTXS0,M,DR6,uh,248.347837855334,DR1,TEST/DR1/MWBT0/SX113,3.1825,2.6025,b,k,i43461,M,MWBT0,ae,243.207591008931,DR1,TEST/DR1/MWBT0/SI2183,0.375,0.1342,b,k,i43195,M,MWBT0,uh
t00000103854,TEST/DR4/FJMG0/SI1181,1.6281,1.9556,i3715,b,k,FJMG0,F,DR4,uh,305.428886352538,DR1,TEST/DR1/MWBT0/SX113,3.1825,2.6025,b,k,i43461,M,MWBT0,ae,183.336366975742,DR1,TEST/DR1/MWBT0/SI2183,0.375,0.1342,b,k,i43195,M,MWBT0,uh
t00000075965,TRAIN/DR5/MTDP0/SI1521,0.2376,0.4919,i125529,l,kcl,MTDP0,M,DR5,uh,160.347186941149,DR3,TEST/DR3/FPKT0/SX368,1.5188,1.2369,l,kcl,i15721,F,FPKT0,ae,129.316813463728,DR3,TEST/DR3/FPKT0/SI2168,1.5913,1.3325,l,kcl,i15576,F,FPKT0,uh
t00000101594,TRAIN/DR4/FKLC0/SX265,2.1514,2.42,i67789,w,dx,FKLC0,F,DR4,uh,104.438786738212,DR7,TRAIN/DR7/MGAW0/SX445,0.2298,0.1305,w,dx,i140453,M,MGAW0,ah,84.6623049407596,DR7,TRAIN/DR7/MGAW0/SX265,2.0026,1.7825,w,dx,i140753,M,MGAW0,uh
t00000101603,TEST/DR5/MCTT0/SI1144,0.2558,0.389,i25208,w,dx,MCTT0,M,DR5,uh,44.7914640728762,DR7,TRAIN/DR7/MGAW0/SX445,0.2298,0.1305,w,dx,i140453,M,MGAW0,ah,80.8215958989865,DR7,TRAIN/DR7/MGAW0/SX265,2.0026,1.7825,w,dx,i140753,M,MGAW0,uh
t00000103030,TRAIN/DR6/MESJ0/SI2039,2.6503,2.83,i156276,w,z,MESJ0,M,DR6,uh,84.8484766550722,DR3,TRAIN/DR3/MPRD0/SX171,1.2369,1.06,w,z,i69412,M,MPRD0,ah,65.0295527409221,DR3,TRAIN/DR3/MPRD0/SX171,3.3544,3.1758,w,z,i69428,M,MPRD0,uh
t00000101386,TRAIN/DR2/MWSB0/SX186,0.1102,0.2144,i106445,w,dx,MWSB0,M,DR2,uh,53.9711014001275,DR4,TRAIN/DR4/FKLC0/SX445,0.2425,0.135,w,dx,i67504,F,FKLC0,ah,106.826447759453,DR4,TRAIN/DR4/FKLC0/SX265,2.42,2.1514,w,dx,i67789,F,FKLC0,uh
t00000103029,TRAIN/DR5/MEGJ0/SX3,0.436,0.6531,i128169,w,z,MEGJ0,M,DR5,uh,88.5090403292074,DR3,TRAIN/DR3/MPRD0/SX171,1.2369,1.06,w,z,i69412,M,MPRD0,ah,75.89446111469,DR3,TRAIN/DR3/MPRD0/SX171,3.3544,3.1758,w,z,i69428,M,MPRD0,uh
t00000074514,TRAIN/DR6/MSVS0/SI2198,0.1331,0.2425,i158904,b,dx,MSVS0,M,DR6,uh,42.2068884641987,DR7,TRAIN/DR7/MJFR0/SI975,0.2518,0.1475,b,dx,i137100,M,MJFR0,ah,88.4277387700479,DR7,TRAIN/DR7/MJFR0/SI1605,0.484,0.3,b,dx,i137042,M,MJFR0,uh
t00000099683,TRAIN/DR3/MTLB0/SI504,0.4325,0.6814,i73053,p,tcl,MTLB0,M,DR3,uh,166.140553646134,DR2,TEST/DR2/MTMR0/SX133,0.2558,0.1382,p,tcl,i17324,M,MTMR0,iy,165.984372672147,DR2,TEST/DR2/MTMR0/SX223,0.2825,0.1425,p,tcl,i17453,M,MTMR0,uh
t00000020164,TEST/DR4/FNMR0/SX229,0.3211,0.5456,i816,l,k,FNMR0,F,DR4,uh,128.253407691635,DR8,TRAIN/DR8/MBSB0/SI1353,1.4194,1.2519,l,k,i177706,M,MBSB0,iy,131.13754576477,DR8,TRAIN/DR8/MBSB0/SX273,1.5248,1.3263,l,k,i177848,M,MBSB0,uh
t00000015229,TRAIN/DR3/FDJH0/SI935,0.2112,0.4094,i88825,r,k,FDJH0,F,DR3,uh,115.849812803585,DR7,TRAIN/DR7/MDLM0/SX244,1.3369,1.1619,r,k,i137229,M,MDLM0,iy,87.6918391646709,DR7,TRAIN/DR7/MDLM0/SX424,1.6762,1.5613,r,k,i137357,M,MDLM0,uh
t00000099557,TRAIN/DR3/MVJH0/SI926,0.4025,0.5744,i79579,p,tcl,MVJH0,M,DR3,uh,179.318366648268,DR7,TEST/DR7/MRPC0/SX133,0.2765,0.1275,p,tcl,i33866,M,MRPC0,iy,179.933854358366,DR7,TEST/DR7/MRPC0/SX223,0.2725,0.1305,p,tcl,i33941,M,MRPC0,uh
t00000099548,TEST/DR6/MJFC0/SX223,0.1381,0.2975,i39264,p,tcl,MJFC0,M,DR6,uh,90.8432509200483,DR7,TEST/DR7/MRPC0/SX133,0.2765,0.1275,p,tcl,i33866,M,MRPC0,iy,60.9033959379628,DR7,TEST/DR7/MRPC0/SX223,0.2725,0.1305,p,tcl,i33941,M,MRPC0,uh
t00000099494,TRAIN/DR3/MTLB0/SI504,0.4325,0.6814,i73053,p,tcl,MTLB0,M,DR3,uh,174.979484481744,DR6,TEST/DR6/MJFC0/SX133,0.2756,0.1388,p,tcl,i39212,M,MJFC0,iy,161.979320959627,DR6,TEST/DR6/MJFC0/SX223,0.2975,0.1381,p,tcl,i39264,M,MJFC0,uh
t00000000009,TRAIN/DR2/MSAT0/SX86,1.5075,1.6825,i109407,f,l,MSAT0,M,DR2,uh,122.667848914659,DR3,TEST/DR3/MWJG0/SI1754,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,107.699262823969,DR3,TEST/DR3/MWJG0/SI1124,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000000005,TRAIN/DR4/MLJC0/SX325,0.2675,0.5878,i54357,f,l,MLJC0,M,DR4,uh,169.229129975505,DR3,TEST/DR3/MWJG0/SI1754,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,137.506806841977,DR3,TEST/DR3/MWJG0/SI1124,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000000002,TEST/DR1/FDAC1/SX124,2.0975,2.3994,i44123,f,l,FDAC1,F,DR1,uh,150.647469267814,DR3,TEST/DR3/MWJG0/SI1754,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,112.196709344752,DR3,TEST/DR3/MWJG0/SI1124,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000000006,TRAIN/DR3/MLNS0/SI777,1.1326,1.3694,i83173,f,l,MLNS0,M,DR3,uh,141.129505057097,DR3,TEST/DR3/MWJG0/SI1754,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,115.839284806386,DR3,TEST/DR3/MWJG0/SI1124,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000000004,TRAIN/DR2/MJMA0/SX325,0.2075,0.4595,i95019,f,l,MJMA0,M,DR2,uh,171.227883984323,DR3,TEST/DR3/MWJG0/SI1754,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,124.014300502869,DR3,TEST/DR3/MWJG0/SI1124,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000000007,TRAIN/DR6/MRMB0/SI2211,0.5248,0.8382,i158068,f,l,MRMB0,M,DR6,uh,185.074875763682,DR3,TEST/DR3/MWJG0/SI1754,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,125.036811696627,DR3,TEST/DR3/MWJG0/SI1124,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000076038,TRAIN/DR7/MAFM0/SX309,0.3025,0.4782,i134332,r,f,MAFM0,M,DR7,uw,98.5893237846249,DR2,TRAIN/DR2/FCAJ0/SX219,0.7023,0.5091,r,f,i96493,F,FCAJ0,aa,109.426427188069,DR2,TRAIN/DR2/FCAJ0/SX309,0.5326,0.3202,r,f,i96459,F,FCAJ0,uw
t00000076213,TEST/DR7/FTLH0/SX289,0.4875,0.653,i38586,r,f,FTLH0,F,DR7,uw,158.482284660635,DR7,TRAIN/DR7/MAFM0/SX219,0.5962,0.4044,r,f,i134365,M,MAFM0,aa,73.9865931795743,DR7,TRAIN/DR7/MAFM0/SX309,0.4782,0.3025,r,f,i134332,M,MAFM0,uw
t00000076043,TRAIN/DR3/MHMR0/SX309,0.3325,0.5143,i73383,r,f,MHMR0,M,DR3,uw,115.540145630727,DR2,TRAIN/DR2/FCAJ0/SX219,0.7023,0.5091,r,f,i96493,F,FCAJ0,aa,125.090753532192,DR2,TRAIN/DR2/FCAJ0/SX309,0.5326,0.3202,r,f,i96459,F,FCAJ0,uw
t00000076246,TRAIN/DR7/MAFM0/SX309,0.3025,0.4782,i134332,r,f,MAFM0,M,DR7,uw,125.79543361228,DR1,TRAIN/DR1/MRSO0/SX219,0.7644,0.525,r,f,i176548,M,MRSO0,aa,122.813052960639,DR1,TRAIN/DR1/MRSO0/SX309,0.6788,0.415,r,f,i176491,M,MRSO0,uw
t00000076044,TRAIN/DR2/MJAE0/SX264,2.1566,2.7175,i108433,r,f,MJAE0,M,DR2,uw,248.58149273416,DR2,TRAIN/DR2/FCAJ0/SX219,0.7023,0.5091,r,f,i96493,F,FCAJ0,aa,209.566235748928,DR2,TRAIN/DR2/FCAJ0/SX309,0.5326,0.3202,r,f,i96459,F,FCAJ0,uw
t00000076042,TRAIN/DR7/MGSL0/SX264,2.3133,2.7425,i140112,r,f,MGSL0,M,DR7,uw,284.812700272173,DR2,TRAIN/DR2/FCAJ0/SX219,0.7023,0.5091,r,f,i96493,F,FCAJ0,aa,237.404363262089,DR2,TRAIN/DR2/FCAJ0/SX309,0.5326,0.3202,r,f,i96459,F,FCAJ0,uw
t00000013296,TRAIN/DR6/MRXB0/SX325,0.5525,0.945,i159023,m,n,MRXB0,M,DR6,uw,193.497498561491,DR2,TRAIN/DR2/FLMA0/SI1873,2.6579,2.4275,m,n,i97014,F,FLMA0,ae,169.343962376958,DR2,TRAIN/DR2/FLMA0/SI1873,0.9974,0.7533,m,n,i96988,F,FLMA0,uw
