"","Var1","Var2","Phone_NOTENG","Phone_ENG","Econ","Loc","Glob","acoustic_distance","response_var"
"1553","subject_23","trial_52","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,0
"1554","subject_24","trial_52","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,0
"1555","subject_25","trial_52","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,1
"1556","subject_26","trial_52","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,0
"1557","subject_27","trial_52","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,1
"1558","subject_28","trial_52","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,1
"1559","subject_29","trial_52","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,1
"1560","subject_30","trial_52","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,0
"1561","subject_1","trial_53","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,0
"1562","subject_2","trial_53","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,1
"1563","subject_3","trial_53","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,0
"1564","subject_4","trial_53","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,1
"1565","subject_5","trial_53","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,0
"1566","subject_6","trial_53","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
"1567","subject_7","trial_53","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,1
"1568","subject_8","trial_53","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,1
"1569","subject_9","trial_53","ɡʰ","b",0.01668520578,0.1062291435,0.1516694963,-0.44747281090639,1
"1570","subject_10","trial_53","ɡʰ","d",0.01668520578,0.1062291435,0.1516694963,-0.45203414309149,1
"1571","subject_11","trial_53","ɡʰ","g",0.01668520578,0.1062291435,0.1516694963,0.20167511999017,1
"1572","subject_12","trial_53","ɡʰ","p",0.01668520578,0.1062291435,0.1516694963,-0.78039481232873,0
"1573","subject_13","trial_53","ɡʰ","t",0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
"1574","subject_14","trial_53","ɡʰ","k",0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
"1575","subject_15","trial_53","ɳ","n",0.3817204301,0.125,-0.07661290323,0.54887734059071,1
"1576","subject_16","trial_53","ɳ","j",0.3817204301,0.125,-0.07661290323,0.24445951631444,0
"1577","subject_17","trial_53","ɽ","b",0.0770609319,0.1326164875,0.1553166069,-1.61453638146467,1
"1578","subject_18","trial_53","ɽ","d",0.0770609319,0.1326164875,0.1553166069,0.12733145914267,1
"1579","subject_19","trial_53","ɽ","g",0.0770609319,0.1326164875,0.1553166069,-0.53831970161309,1
"1580","subject_20","trial_53","ɽ","p",0.0770609319,0.1326164875,0.1553166069,-1.11250819479602,1
"1581","subject_21","trial_53","ɽ","t",0.0770609319,0.1326164875,0.1553166069,-0.0971209008228699,0
"1582","subject_22","trial_53","ɽ","k",0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
"1583","subject_23","trial_53","ɽ","ð",0.0770609319,0.1326164875,0.1553166069,-0.44747281090639,0
"1584","subject_24","trial_53","ɽ","ɾ",0.0770609319,0.1326164875,0.1553166069,0.24729505138738,1
"1585","subject_25","trial_53","ʈ","t",0.3817204301,0.1827956989,-0.08870967742,0.139983112483201,0
"1586","subject_26","trial_53","ʈ","d",0.3817204301,0.1827956989,-0.08870967742,-0.26240255792794,1
"1587","subject_27","trial_53","ɣ","g",0.2367172676,0.1385199241,0.1266603416,0.07222050747409,1
"1588","subject_28","trial_53","ɣ","k",0.2367172676,0.1385199241,0.1266603416,-0.53831970161309,1
"1589","subject_29","trial_53","ɣ","h",0.2367172676,0.1385199241,0.1266603416,-0.3892194104869,0
"1590","subject_30","trial_53","x","k",0.295436664,0.1931348222,-0.03618134263,-0.36795391487243,1
"1591","subject_1","trial_54","x","h",0.295436664,0.1931348222,-0.03618134263,0.28865129200255,0
"1592","subject_2","trial_54","x","s",0.295436664,0.1931348222,-0.03618134263,-0.87161196819214,1
"1593","subject_3","trial_54","x","ʃ",0.295436664,0.1931348222,-0.03618134263,-0.6083012001128,1
"1594","subject_4","trial_54","bʰ","b",0.01668520578,0.1062291435,0.1683644595,0.0618853178926599,0
"1595","subject_5","trial_54","bʰ","d",0.01668520578,0.1062291435,0.1683644595,-0.66428426160508,0
"1596","subject_6","trial_54","bʰ","g",0.01668520578,0.1062291435,0.1683644595,-0.65362190141363,1
"1597","subject_7","trial_54","bʰ","p",0.01668520578,0.1062291435,0.1683644595,-0.219837265703499,1
"1598","subject_8","trial_54","bʰ","t",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"1599","subject_9","trial_54","bʰ","k",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"1600","subject_10","trial_54","bʰ","v",0.01668520578,0.1062291435,0.1683644595,-0.324695590643819,1
"1601","subject_11","trial_54","d̪ʰ","b",0.2001093494,0.1550027337,0.2191323693,-0.53924567926845,1
"1602","subject_12","trial_54","d̪ʰ","d",0.2001093494,0.1550027337,0.2191323693,0.30164056720466,0
"1603","subject_13","trial_54","d̪ʰ","g",0.2001093494,0.1550027337,0.2191323693,-0.53513664966592,1
"1604","subject_14","trial_54","d̪ʰ","p",0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,0
"1605","subject_15","trial_54","d̪ʰ","t",0.2001093494,0.1550027337,0.2191323693,-0.11503790598643,1
"1606","subject_16","trial_54","d̪ʰ","k",0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,0
"1607","subject_17","trial_54","d̪ʰ","ð",0.2001093494,0.1550027337,0.2191323693,-0.27898720356059,0
"1608","subject_18","trial_54","ɖ","b",0.3817204301,0.1693548387,0.03225806452,-0.47826465691113,0
"1609","subject_19","trial_54","ɖ","d",0.3817204301,0.1693548387,0.03225806452,0.17303232959971,0
"1610","subject_20","trial_54","ɖ","g",0.3817204301,0.1693548387,0.03225806452,-0.6205589829249,1
"1611","subject_21","trial_54","ɖ","p",0.3817204301,0.1693548387,0.03225806452,-0.85600230262639,1
"1612","subject_22","trial_54","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,1
"1613","subject_23","trial_54","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,0
"1614","subject_24","trial_54","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,1
"1615","subject_25","trial_54","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,0
"1616","subject_26","trial_54","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,0
"1617","subject_27","trial_54","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,0
"1618","subject_28","trial_54","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,1
"1619","subject_29","trial_54","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,1
"1620","subject_30","trial_54","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,1
"1621","subject_1","trial_55","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,0
"1622","subject_2","trial_55","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,0
"1623","subject_3","trial_55","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,1
"1624","subject_4","trial_55","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,0
"1625","subject_5","trial_55","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
"1626","subject_6","trial_55","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,1
"1627","subject_7","trial_55","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,0
"1628","subject_8","trial_55","ɡʰ","b",0.01668520578,0.1062291435,0.1516694963,-0.44747281090639,0
"1629","subject_9","trial_55","ɡʰ","d",0.01668520578,0.1062291435,0.1516694963,-0.45203414309149,1
"1630","subject_10","trial_55","ɡʰ","g",0.01668520578,0.1062291435,0.1516694963,0.20167511999017,0
"1631","subject_11","trial_55","ɡʰ","p",0.01668520578,0.1062291435,0.1516694963,-0.78039481232873,1
"1632","subject_12","trial_55","ɡʰ","t",0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,0
"1633","subject_13","trial_55","ɡʰ","k",0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
"1634","subject_14","trial_55","ɳ","n",0.3817204301,0.125,-0.07661290323,0.54887734059071,0
"1635","subject_15","trial_55","ɳ","j",0.3817204301,0.125,-0.07661290323,0.24445951631444,0
"1636","subject_16","trial_55","ɽ","b",0.0770609319,0.1326164875,0.1553166069,-1.61453638146467,1
"1637","subject_17","trial_55","ɽ","d",0.0770609319,0.1326164875,0.1553166069,0.12733145914267,0
"1638","subject_18","trial_55","ɽ","g",0.0770609319,0.1326164875,0.1553166069,-0.53831970161309,0
"1639","subject_19","trial_55","ɽ","p",0.0770609319,0.1326164875,0.1553166069,-1.11250819479602,1
"1640","subject_20","trial_55","ɽ","t",0.0770609319,0.1326164875,0.1553166069,-0.0971209008228699,1
"1641","subject_21","trial_55","ɽ","k",0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
"1642","subject_22","trial_55","ɽ","ð",0.0770609319,0.1326164875,0.1553166069,-0.44747281090639,1
"1643","subject_23","trial_55","ɽ","ɾ",0.0770609319,0.1326164875,0.1553166069,0.24729505138738,1
"1644","subject_24","trial_55","ʈ","t",0.3817204301,0.1827956989,-0.08870967742,0.139983112483201,0
"1645","subject_25","trial_55","ʈ","d",0.3817204301,0.1827956989,-0.08870967742,-0.26240255792794,1
"1646","subject_26","trial_55","ɣ","g",0.2367172676,0.1385199241,0.1266603416,0.07222050747409,1
"1647","subject_27","trial_55","ɣ","k",0.2367172676,0.1385199241,0.1266603416,-0.53831970161309,1
"1648","subject_28","trial_55","ɣ","h",0.2367172676,0.1385199241,0.1266603416,-0.3892194104869,1
"1649","subject_29","trial_55","x","k",0.295436664,0.1931348222,-0.03618134263,-0.36795391487243,0
"1650","subject_30","trial_55","x","h",0.295436664,0.1931348222,-0.03618134263,0.28865129200255,1
"1651","subject_1","trial_56","x","s",0.295436664,0.1931348222,-0.03618134263,-0.87161196819214,0
"1652","subject_2","trial_56","x","ʃ",0.295436664,0.1931348222,-0.03618134263,-0.6083012001128,1
"1653","subject_3","trial_56","bʰ","b",0.01668520578,0.1062291435,0.1683644595,0.0618853178926599,0
"1654","subject_4","trial_56","bʰ","d",0.01668520578,0.1062291435,0.1683644595,-0.66428426160508,0
"1655","subject_5","trial_56","bʰ","g",0.01668520578,0.1062291435,0.1683644595,-0.65362190141363,0
"1656","subject_6","trial_56","bʰ","p",0.01668520578,0.1062291435,0.1683644595,-0.219837265703499,1
"1657","subject_7","trial_56","bʰ","t",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,0
"1658","subject_8","trial_56","bʰ","k",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,0
"1659","subject_9","trial_56","bʰ","v",0.01668520578,0.1062291435,0.1683644595,-0.324695590643819,1
"1660","subject_10","trial_56","d̪ʰ","b",0.2001093494,0.1550027337,0.2191323693,-0.53924567926845,1
"1661","subject_11","trial_56","d̪ʰ","d",0.2001093494,0.1550027337,0.2191323693,0.30164056720466,0
"1662","subject_12","trial_56","d̪ʰ","g",0.2001093494,0.1550027337,0.2191323693,-0.53513664966592,0
"1663","subject_13","trial_56","d̪ʰ","p",0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,0
"1664","subject_14","trial_56","d̪ʰ","t",0.2001093494,0.1550027337,0.2191323693,-0.11503790598643,1
"1665","subject_15","trial_56","d̪ʰ","k",0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
"1666","subject_16","trial_56","d̪ʰ","ð",0.2001093494,0.1550027337,0.2191323693,-0.27898720356059,0
"1667","subject_17","trial_56","ɖ","b",0.3817204301,0.1693548387,0.03225806452,-0.47826465691113,0
"1668","subject_18","trial_56","ɖ","d",0.3817204301,0.1693548387,0.03225806452,0.17303232959971,1
"1669","subject_19","trial_56","ɖ","g",0.3817204301,0.1693548387,0.03225806452,-0.6205589829249,1
"1670","subject_20","trial_56","ɖ","p",0.3817204301,0.1693548387,0.03225806452,-0.85600230262639,1
"1671","subject_21","trial_56","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,1
"1672","subject_22","trial_56","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,0
"1673","subject_23","trial_56","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,1
"1674","subject_24","trial_56","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,0
"1675","subject_25","trial_56","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,1
"1676","subject_26","trial_56","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,0
"1677","subject_27","trial_56","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,1
"1678","subject_28","trial_56","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,0
"1679","subject_29","trial_56","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,1
"1680","subject_30","trial_56","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,1
"1681","subject_1","trial_57","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,1
"1682","subject_2","trial_57","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,1
"1683","subject_3","trial_57","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
"1684","subject_4","trial_57","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
"1685","subject_5","trial_57","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,1
"1686","subject_6","trial_57","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,1
"1687","subject_7","trial_57","ɡʰ","b",0.01668520578,0.1062291435,0.1516694963,-0.44747281090639,1
"1688","subject_8","trial_57","ɡʰ","d",0.01668520578,0.1062291435,0.1516694963,-0.45203414309149,1
"1689","subject_9","trial_57","ɡʰ","g",0.01668520578,0.1062291435,0.1516694963,0.20167511999017,0
"1690","subject_10","trial_57","ɡʰ","p",0.01668520578,0.1062291435,0.1516694963,-0.78039481232873,1
"1691","subject_11","trial_57","ɡʰ","t",0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
"1692","subject_12","trial_57","ɡʰ","k",0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
"1693","subject_13","trial_57","ɳ","n",0.3817204301,0.125,-0.07661290323,0.54887734059071,0
"1694","subject_14","trial_57","ɳ","j",0.3817204301,0.125,-0.07661290323,0.24445951631444,1
"1695","subject_15","trial_57","ɽ","b",0.0770609319,0.1326164875,0.1553166069,-1.61453638146467,1
"1696","subject_16","trial_57","ɽ","d",0.0770609319,0.1326164875,0.1553166069,0.12733145914267,1
"1697","subject_17","trial_57","ɽ","g",0.0770609319,0.1326164875,0.1553166069,-0.53831970161309,1
"1698","subject_18","trial_57","ɽ","p",0.0770609319,0.1326164875,0.1553166069,-1.11250819479602,1
"1699","subject_19","trial_57","ɽ","t",0.0770609319,0.1326164875,0.1553166069,-0.0971209008228699,1
"1700","subject_20","trial_57","ɽ","k",0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,0
"1701","subject_21","trial_57","ɽ","ð",0.0770609319,0.1326164875,0.1553166069,-0.44747281090639,1
"1702","subject_22","trial_57","ɽ","ɾ",0.0770609319,0.1326164875,0.1553166069,0.24729505138738,0
"1703","subject_23","trial_57","ʈ","t",0.3817204301,0.1827956989,-0.08870967742,0.139983112483201,1
"1704","subject_24","trial_57","ʈ","d",0.3817204301,0.1827956989,-0.08870967742,-0.26240255792794,0
"1705","subject_25","trial_57","ɣ","g",0.2367172676,0.1385199241,0.1266603416,0.07222050747409,1
"1706","subject_26","trial_57","ɣ","k",0.2367172676,0.1385199241,0.1266603416,-0.53831970161309,0
"1707","subject_27","trial_57","ɣ","h",0.2367172676,0.1385199241,0.1266603416,-0.3892194104869,1
"1708","subject_28","trial_57","x","k",0.295436664,0.1931348222,-0.03618134263,-0.36795391487243,1
"1709","subject_29","trial_57","x","h",0.295436664,0.1931348222,-0.03618134263,0.28865129200255,1
"1710","subject_30","trial_57","x","s",0.295436664,0.1931348222,-0.03618134263,-0.87161196819214,1
"1711","subject_1","trial_58","x","ʃ",0.295436664,0.1931348222,-0.03618134263,-0.6083012001128,1
"1712","subject_2","trial_58","bʰ","b",0.01668520578,0.1062291435,0.1683644595,0.0618853178926599,1
"1713","subject_3","trial_58","bʰ","d",0.01668520578,0.1062291435,0.1683644595,-0.66428426160508,1
"1714","subject_4","trial_58","bʰ","g",0.01668520578,0.1062291435,0.1683644595,-0.65362190141363,1
"1715","subject_5","trial_58","bʰ","p",0.01668520578,0.1062291435,0.1683644595,-0.219837265703499,1
"1716","subject_6","trial_58","bʰ","t",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"1717","subject_7","trial_58","bʰ","k",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,0
"1718","subject_8","trial_58","bʰ","v",0.01668520578,0.1062291435,0.1683644595,-0.324695590643819,0
"1719","subject_9","trial_58","d̪ʰ","b",0.2001093494,0.1550027337,0.2191323693,-0.53924567926845,1
"1720","subject_10","trial_58","d̪ʰ","d",0.2001093494,0.1550027337,0.2191323693,0.30164056720466,0
"1721","subject_11","trial_58","d̪ʰ","g",0.2001093494,0.1550027337,0.2191323693,-0.53513664966592,0
"1722","subject_12","trial_58","d̪ʰ","p",0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
"1723","subject_13","trial_58","d̪ʰ","t",0.2001093494,0.1550027337,0.2191323693,-0.11503790598643,0
"1724","subject_14","trial_58","d̪ʰ","k",0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,0
"1725","subject_15","trial_58","d̪ʰ","ð",0.2001093494,0.1550027337,0.2191323693,-0.27898720356059,0
"1726","subject_16","trial_58","ɖ","b",0.3817204301,0.1693548387,0.03225806452,-0.47826465691113,0
"1727","subject_17","trial_58","ɖ","d",0.3817204301,0.1693548387,0.03225806452,0.17303232959971,0
"1728","subject_18","trial_58","ɖ","g",0.3817204301,0.1693548387,0.03225806452,-0.6205589829249,1
"1729","subject_19","trial_58","ɖ","p",0.3817204301,0.1693548387,0.03225806452,-0.85600230262639,0
"1730","subject_20","trial_58","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,0
"1731","subject_21","trial_58","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,0
"1732","subject_22","trial_58","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,0
"1733","subject_23","trial_58","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,0
"1734","subject_24","trial_58","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,0
"1735","subject_25","trial_58","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,1
"1736","subject_26","trial_58","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,1
"1737","subject_27","trial_58","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,0
"1738","subject_28","trial_58","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,0
"1739","subject_29","trial_58","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,0
"1740","subject_30","trial_58","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,1
"1741","subject_1","trial_59","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,0
"1742","subject_2","trial_59","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
"1743","subject_3","trial_59","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,0
"1744","subject_4","trial_59","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,1
"1745","subject_5","trial_59","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,1
"1746","subject_6","trial_59","ɡʰ","b",0.01668520578,0.1062291435,0.1516694963,-0.44747281090639,1
"1747","subject_7","trial_59","ɡʰ","d",0.01668520578,0.1062291435,0.1516694963,-0.45203414309149,1
"1748","subject_8","trial_59","ɡʰ","g",0.01668520578,0.1062291435,0.1516694963,0.20167511999017,0
"1749","subject_9","trial_59","ɡʰ","p",0.01668520578,0.1062291435,0.1516694963,-0.78039481232873,0
"1750","subject_10","trial_59","ɡʰ","t",0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
"1751","subject_11","trial_59","ɡʰ","k",0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,0
"1752","subject_12","trial_59","ɳ","n",0.3817204301,0.125,-0.07661290323,0.54887734059071,0
"1753","subject_13","trial_59","ɳ","j",0.3817204301,0.125,-0.07661290323,0.24445951631444,0
"1754","subject_14","trial_59","ɽ","b",0.0770609319,0.1326164875,0.1553166069,-1.61453638146467,1
"1755","subject_15","trial_59","ɽ","d",0.0770609319,0.1326164875,0.1553166069,0.12733145914267,0
"1756","subject_16","trial_59","ɽ","g",0.0770609319,0.1326164875,0.1553166069,-0.53831970161309,1
"1757","subject_17","trial_59","ɽ","p",0.0770609319,0.1326164875,0.1553166069,-1.11250819479602,0
"1758","subject_18","trial_59","ɽ","t",0.0770609319,0.1326164875,0.1553166069,-0.0971209008228699,1
"1759","subject_19","trial_59","ɽ","k",0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
"1760","subject_20","trial_59","ɽ","ð",0.0770609319,0.1326164875,0.1553166069,-0.44747281090639,1
"1761","subject_21","trial_59","ɽ","ɾ",0.0770609319,0.1326164875,0.1553166069,0.24729505138738,1
"1762","subject_22","trial_59","ʈ","t",0.3817204301,0.1827956989,-0.08870967742,0.139983112483201,1
"1763","subject_23","trial_59","ʈ","d",0.3817204301,0.1827956989,-0.08870967742,-0.26240255792794,1
"1764","subject_24","trial_59","ɣ","g",0.2367172676,0.1385199241,0.1266603416,0.07222050747409,1
"1765","subject_25","trial_59","ɣ","k",0.2367172676,0.1385199241,0.1266603416,-0.53831970161309,1
"1766","subject_26","trial_59","ɣ","h",0.2367172676,0.1385199241,0.1266603416,-0.3892194104869,1
"1767","subject_27","trial_59","x","k",0.295436664,0.1931348222,-0.03618134263,-0.36795391487243,1
"1768","subject_28","trial_59","x","h",0.295436664,0.1931348222,-0.03618134263,0.28865129200255,1
"1769","subject_29","trial_59","x","s",0.295436664,0.1931348222,-0.03618134263,-0.87161196819214,1
"1770","subject_30","trial_59","x","ʃ",0.295436664,0.1931348222,-0.03618134263,-0.6083012001128,1
"1771","subject_1","trial_60","bʰ","b",0.01668520578,0.1062291435,0.1683644595,0.0618853178926599,0
"1772","subject_2","trial_60","bʰ","d",0.01668520578,0.1062291435,0.1683644595,-0.66428426160508,1
"1773","subject_3","trial_60","bʰ","g",0.01668520578,0.1062291435,0.1683644595,-0.65362190141363,1
"1774","subject_4","trial_60","bʰ","p",0.01668520578,0.1062291435,0.1683644595,-0.219837265703499,0
"1775","subject_5","trial_60","bʰ","t",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"1776","subject_6","trial_60","bʰ","k",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"1777","subject_7","trial_60","bʰ","v",0.01668520578,0.1062291435,0.1683644595,-0.324695590643819,0
"1778","subject_8","trial_60","d̪ʰ","b",0.2001093494,0.1550027337,0.2191323693,-0.53924567926845,1
"1779","subject_9","trial_60","d̪ʰ","d",0.2001093494,0.1550027337,0.2191323693,0.30164056720466,1
"1780","subject_10","trial_60","d̪ʰ","g",0.2001093494,0.1550027337,0.2191323693,-0.53513664966592,0
"1781","subject_11","trial_60","d̪ʰ","p",0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,0
"1782","subject_12","trial_60","d̪ʰ","t",0.2001093494,0.1550027337,0.2191323693,-0.11503790598643,1
"1783","subject_13","trial_60","d̪ʰ","k",0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
"1784","subject_14","trial_60","d̪ʰ","ð",0.2001093494,0.1550027337,0.2191323693,-0.27898720356059,1
"1785","subject_15","trial_60","ɖ","b",0.3817204301,0.1693548387,0.03225806452,-0.47826465691113,1
"1786","subject_16","trial_60","ɖ","d",0.3817204301,0.1693548387,0.03225806452,0.17303232959971,0
"1787","subject_17","trial_60","ɖ","g",0.3817204301,0.1693548387,0.03225806452,-0.6205589829249,1
"1788","subject_18","trial_60","ɖ","p",0.3817204301,0.1693548387,0.03225806452,-0.85600230262639,0
"1789","subject_19","trial_60","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,1
"1790","subject_20","trial_60","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,1
"1791","subject_21","trial_60","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,0
"1792","subject_22","trial_60","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,0
"1793","subject_23","trial_60","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,0
"1794","subject_24","trial_60","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,0
"1795","subject_25","trial_60","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,1
"1796","subject_26","trial_60","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,1
"1797","subject_27","trial_60","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,0
"1798","subject_28","trial_60","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,1
"1799","subject_29","trial_60","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,0
"1800","subject_30","trial_60","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,1
"1801","subject_1","trial_61","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
"1802","subject_2","trial_61","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
"1803","subject_3","trial_61","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,1
"1804","subject_4","trial_61","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,1
"1805","subject_5","trial_61","ɡʰ","b",0.01668520578,0.1062291435,0.1516694963,-0.44747281090639,1
"1806","subject_6","trial_61","ɡʰ","d",0.01668520578,0.1062291435,0.1516694963,-0.45203414309149,1
"1807","subject_7","trial_61","ɡʰ","g",0.01668520578,0.1062291435,0.1516694963,0.20167511999017,1
"1808","subject_8","trial_61","ɡʰ","p",0.01668520578,0.1062291435,0.1516694963,-0.78039481232873,0
"1809","subject_9","trial_61","ɡʰ","t",0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
"1810","subject_10","trial_61","ɡʰ","k",0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,0
